,countyCode,total_coverage,total_claims,mean_total_coverage,mean_total_claims
185,06031,1520000.0,12346.19,253333.33333333334,2057.6983333333333
186,06033,154724600.0,13874183.47,107671.95546276966,9654.964140570633
187,06035,7121900.0,1045614.36,136959.61538461538,20107.96846153846
188,06037,1541320900.0,64018063.160000004,174062.21343873517,7229.594936194241
189,06039,8943600.0,312743.23000000004,154200.0,5392.124655172414
190,06041,472766000.0,50054566.0,145376.9987699877,15391.932964329644
191,06045,25919500.0,4228883.85,142414.83516483515,23235.625549450546
192,06047,41146700.0,4501212.64,144374.38596491228,15793.728561403508
193,06051,2819500.0,358674.51,65569.76744186046,8341.267674418605
194,06053,218850300.0,28863122.2,165170.03773584907,21783.488452830188
195,06055,216537000.0,29759403.55,158751.46627565983,21817.744538123166
196,06057,13464800.0,1145373.08,213726.9841269841,18180.52507936508
197,06059,567226000.0,19930440.02,148566.26506024096,5220.125725510738
198,06061,87874400.0,16319692.42,141277.17041800643,26237.44762057878
199,06063,8125100.0,1132328.73,142545.61403508772,19865.416315789473
200,06065,178908200.0,17361570.16,111887.55472170106,10857.767454659162
201,06067,572850100.0,35620896.28,154282.27848101265,9593.562154591975
202,06069,18846100.0,1898861.43,202646.2365591398,20417.864838709676
203,06071,107120000.0,6845441.9,133233.83084577115,8514.231218905474
204,06073,479959200.0,24868698.55,216881.6990510619,11237.550180750113
205,06075,12717700.0,2350341.2,90196.45390070922,16669.086524822695
206,06077,55167800.0,5741678.08,153670.75208913648,15993.53225626741
207,06079,69385600.0,4690055.84,133949.03474903476,9054.161853281854
208,06081,193196400.0,13588580.86,191853.42601787488,13494.122005958292
209,06083,250183300.0,26730390.81,212921.95744680852,22749.268774468084
210,06085,244492600.0,23642947.97,152999.1239048811,14795.33665206508
211,06087,178263700.0,13010132.18,126697.72565742715,9246.717967306326
212,06089,32932900.0,2725192.13,145078.85462555065,12005.25167400881
213,06091,3725800.0,592282.19,143300.0,22780.08423076923
214,06093,5563200.0,469534.13,83032.83582089552,7007.972089552239
215,06095,92311600.0,10200542.67,158610.9965635739,17526.7056185567
216,06097,732476700.0,131663943.22,99534.81451284142,17891.553637722518
217,06099,28937900.0,4475633.62,121587.81512605042,18805.183277310924
218,06101,37880800.0,2959550.28,194260.5128205128,15177.180923076921
219,06103,38521900.0,4482562.9799999995,91068.32151300236,10597.075602836878
220,06105,2418200.0,72551.72,105139.13043478261,3154.4226086956523
221,06107,28969800.0,1129696.99,112286.04651162791,4378.670503875969
222,06109,2460000.0,213805.66999999998,223636.36363636365,19436.87909090909
223,06111,203282600.0,13880456.68,161720.44550517105,11042.527191726333
224,06113,45363000.0,3281617.13,135411.94029850746,9795.872029850745
225,06115,44034300.0,8376182.34,135490.15384615384,25772.868738461537
226,08001,18546500.0,484762.02,131535.4609929078,3438.028510638298
227,08003,1371400.0,4756.46,72178.94736842105,250.34
228,08005,30686900.0,861176.95,177380.92485549132,4977.901445086705
229,08007,2450000.0,5329.83,350000.0,761.4042857142857
230,08013,556912600.0,49384865.75,315889.16619398753,28011.835365853658
231,08014,2399000.0,24424.66,141117.64705882352,1436.744705882353
232,08015,1090900.0,307142.31000000006,155842.85714285713,43877.472857142864
233,08019,3389600.0,54080.63,112986.66666666667,1802.6876666666665
234,08021,628700.0,5182.98,104783.33333333333,863.8299999999999
235,08023,531000.0,10316.64,177000.0,3438.8799999999997
236,08025,175000.0,0.0,175000.0,0.0
237,08027,32100.0,768.7,32100.0,768.7
238,08029,1588100.0,86061.5,83584.21052631579,4529.5526315789475
239,08031,38087000.0,716047.83,167784.14096916298,3154.3957268722465
240,08035,11631700.0,522447.29000000004,190683.60655737706,8564.709672131148
241,08037,8372300.0,335356.97000000003,220323.68421052632,8825.183421052632
242,08039,700000.0,0.0,350000.0,0.0
243,08041,160321000.0,5862037.07,193390.83232810616,7071.214800965018
244,08043,8588400.0,343586.77,120963.38028169014,4839.2502816901415
245,08045,3477400.0,77004.64,128792.5925925926,2852.0237037037036
246,08047,695000.0,1462.46,173750.0,365.615
247,08049,2097000.0,46179.06,349500.0,7696.509999999999
248,08051,5547900.0,89012.49,132092.85714285713,2119.3450000000003
249,08053,15000.0,0.0,15000.0,0.0
250,08055,573000.0,1115.56,95500.0,185.92666666666665
251,08059,65764600.0,2125298.89,144220.61403508772,4660.743179824562
252,08065,230000.0,2582.02,230000.0,2582.02
253,08067,11440500.0,827402.61,248706.52173913043,17987.013260869564
254,08069,104177800.0,14781700.16,195089.51310861422,27681.086441947566
255,08071,375100.0,10992.16,93775.0,2748.04
256,08073,232000.0,4361.98,46400.0,872.396
257,08075,6719400.0,847745.99,89592.0,11303.279866666666
258,08077,6332500.0,302472.7,103811.47540983607,4958.568852459017
259,08083,7190800.0,19603.36,449425.0,1225.21
260,08085,1018500.0,60126.69,169750.0,10021.115
261,08087,4088900.0,451938.95,99729.26829268293,11022.901219512196
262,08089,6333300.0,1699848.96,45563.30935251799,12229.129208633094
263,08091,209600.0,33726.43,34933.333333333336,5621.071666666667
264,08093,430000.0,342.9,143333.33333333334,114.3
265,08095,145000.0,7402.49,72500.0,3701.245
266,08097,8442100.0,234877.27,263815.625,7339.9146875
267,08099,1433000.0,29726.269999999997,57320.0,1189.0508
268,08101,8869800.0,332049.56,91441.23711340207,3423.1913402061855
269,08103,1003100.0,31031.19,111455.55555555556,3447.91
270,08105,1860400.0,14318.380000000001,132885.7142857143,1022.7414285714286
271,08107,8348200.0,414728.54,231894.44444444444,11520.237222222222
272,08109,28000.0,5441.5,28000.0,5441.5
273,08111,13000.0,1144.08,13000.0,1144.08
274,08113,4886400.0,132604.49,271466.6666666667,7366.916111111111
275,08117,7293700.0,15738.4,260489.2857142857,562.0857142857143
276,08119,1847300.0,12024.68,184730.0,1202.468
277,08123,34759200.0,5499410.73,180099.48186528496,28494.35611398964
278,08125,825000.0,62078.189999999995,206250.0,15519.547499999999
279,09001,3011871000.0,282626647.88,236058.5469080649,22151.159799357316
280,09003,253549900.0,15025060.29,131373.00518134714,7785.005331606217
281,09005,80336900.0,6267510.99,170205.2966101695,13278.62497881356
282,09007,406073800.0,37691914.75,180077.07317073172,16714.818070953435
283,09009,1575349700.0,164779274.23,164201.55305399207,17175.242258703354
284,09011,398328200.0,30095836.7,185700.79254079255,14030.6931002331
285,09013,25015300.0,1776298.42,149792.21556886227,10636.517485029939
286,09015,12283300.0,1796814.21,168264.38356164383,24613.89328767123
287,10001,44830300.0,3315253.84,121491.32791327914,8984.427750677507
288,10003,522116600.0,49013744.2,319728.47519902023,30014.540232700554
289,10005,1144424600.0,35332840.79,267326.4657790236,8253.408266760103
290,11001,116183100.0,5136052.53,222572.98850574714,9839.181091954024
291,12001,60709700.0,8672758.71,205100.33783783784,29299.86050675676
292,12003,10730400.0,2589299.29,117916.48351648351,28453.83835164835
293,12005,3225731200.0,345311657.14,349105.10822510824,37371.39146536796
294,12007,28762400.0,4034341.5300000003,158908.28729281767,22289.179723756908
295,12009,1607967400.0,57798902.91,300892.1032934132,10815.662969685629
296,12011,14297770000.0,179561993.18,459558.04834147595,5771.470595911545
297,12013,10736400.0,2068054.64,76688.57142857143,14771.818857142856
298,12015,519891000.0,16881060.54,166578.3402755527,5408.862717077859
299,12017,518662000.0,112199331.28,120367.13854722673,26038.36882803435
300,12019,393851200.0,73107671.37,233048.0473372781,43258.977142011834
301,12021,2989691700.0,75726991.5,595556.1155378486,15085.058067729084
302,12023,38162200.0,7295977.9,120766.45569620254,23088.537658227848
303,12027,28300200.0,4880093.75,100000.70671378092,17244.147526501765
304,12029,48479000.0,9561254.96,70361.39332365748,13877.002844702469
305,12031,1988380700.0,203825668.27,345865.489650374,35454.10823969386
306,12033,6308507000.0,753894213.09,363959.32614088734,43494.7333462182
307,12035,806425600.0,58267070.28,485213.9590854392,35058.40570397112
308,12037,568318300.0,45484171.98,199971.25263898663,16004.282892329344
309,12039,3628700.0,206911.99,98072.97297297297,5592.215945945945
310,12041,20385300.0,2188657.95,96612.79620853081,10372.786492890997
311,12043,5645200.0,393825.53,106513.2075471698,7430.670377358491
312,12045,368099100.0,95680411.41,212651.12651646446,55274.645528596186
313,12047,6693400.0,1613643.06,58203.47826086957,14031.678782608697
314,12049,9078800.0,1814413.19,121050.66666666667,24192.175866666665
315,12051,16594700.0,671946.0499999999,134916.26016260163,5462.976016260162
316,12053,188589400.0,39832771.83,99414.54928835003,20997.771128096996
317,12055,28575800.0,1401604.95,171112.5748502994,8392.844011976047
318,12057,1659952500.0,85135905.13,208667.81898177246,10702.187948460087
319,12059,8997400.0,3425082.97,51709.19540229885,19684.384885057472
320,12061,1059136200.0,61429829.0,324689.2090741876,18831.95248313918
321,12063,12137000.0,830614.96,173385.7142857143,11865.928
322,12065,1286000.0,87982.33,67684.21052631579,4630.648947368421
323,12067,12741800.0,2465385.2399999998,62155.12195121951,12026.269463414634
324,12069,60098900.0,3844367.12,184352.45398773006,11792.537177914111
325,12071,4214381800.0,144102490.34,345696.1528996801,11820.399502911985
326,12073,139492000.0,10305729.84,144701.244813278,10690.59112033195
327,12075,90038400.0,15309133.200000001,108610.8564535585,18466.98817852835
328,12077,1130400.0,131633.18,125600.0,14625.908888888887
329,12079,5856800.0,1338266.3800000001,74136.70886075949,16940.080759493674
330,12081,756701500.0,46364127.07,154397.36788410528,9460.136108957357
331,12083,38372000.0,4476920.2,175214.6118721461,20442.55799086758
332,12085,734343700.0,38494898.88,285182.01941747573,14949.475293203885
333,12086,37781775600.0,807305116.11,616603.70793485,13175.329113653426
334,12087,6333548400.0,675483934.93,235552.97530496877,25122.13384892889
335,12089,224032400.0,10493406.16,286486.4450127877,13418.677953964194
336,12091,4533378200.0,285519989.14,539495.2040937761,33978.339776270375
337,12093,38104300.0,1921426.37,132306.59722222222,6671.619340277778
