,countyCode,County,State,county_state,total_coverage
902,21025,Breathitt,KY,"Breathitt County, KY","$8,738,500"
903,21027,Breckinridge,KY,"Breckinridge County, KY","$1,696,700"
904,21029,Bullitt,KY,"Bullitt County, KY","$20,017,500"
905,21031,Butler,KY,"Butler County, KY","$766,400"
906,21033,Caldwell,KY,"Caldwell County, KY","$904,000"
907,21035,Calloway,KY,"Calloway County, KY","$2,603,900"
908,21037,Campbell,KY,"Campbell County, KY","$55,197,100"
909,21039,Carlisle,KY,"Carlisle County, KY","$61,700"
910,21041,Carroll,KY,"Carroll County, KY","$2,944,100"
911,21043,Carter,KY,"Carter County, KY","$29,839,300"
912,21045,Casey,KY,"Casey County, KY","$6,518,900"
913,21047,Christian,KY,"Christian County, KY","$69,844,900"
914,21049,Clark,KY,"Clark County, KY","$28,631,500"
915,21051,Clay,KY,"Clay County, KY","$1,806,400"
916,21055,Crittenden,KY,"Crittenden County, KY","$811,000"
917,21057,Cumberland,KY,"Cumberland County, KY","$328,500"
918,21059,Daviess,KY,"Daviess County, KY","$23,952,000"
919,21061,Edmonson,KY,"Edmonson County, KY","$13,500"
920,21063,Elliott,KY,"Elliott County, KY","$145,100"
921,21065,Estill,KY,"Estill County, KY","$3,313,700"
922,21067,Fayette,KY,"Fayette County, KY","$50,626,200"
923,21069,Fleming,KY,"Fleming County, KY","$3,040,600"
924,21071,Floyd,KY,"Floyd County, KY","$143,065,200"
925,21073,Franklin,KY,"Franklin County, KY","$122,716,600"
926,21075,Fulton,KY,"Fulton County, KY","$757,000"
927,21077,Gallatin,KY,"Gallatin County, KY","$1,885,500"
928,21079,Garrard,KY,"Garrard County, KY","$2,491,700"
929,21081,Grant,KY,"Grant County, KY","$120,000"
930,21083,Graves,KY,"Graves County, KY","$3,814,200"
931,21085,Grayson,KY,"Grayson County, KY","$385,000"
932,21087,Green,KY,"Green County, KY","$420,000"
933,21089,Greenup,KY,"Greenup County, KY","$45,950,700"
934,21091,Hancock,KY,"Hancock County, KY","$747,700"
935,21093,Hardin,KY,"Hardin County, KY","$38,457,700"
936,21095,Harlan,KY,"Harlan County, KY","$19,303,000"
937,21097,Harrison,KY,"Harrison County, KY","$8,445,700"
938,21099,Hart,KY,"Hart County, KY","$827,300"
939,21101,Henderson,KY,"Henderson County, KY","$23,701,000"
940,21103,Henry,KY,"Henry County, KY","$1,185,800"
941,21105,Hickman,KY,"Hickman County, KY","$172,000"
942,21107,Hopkins,KY,"Hopkins County, KY","$5,878,500"
943,21109,Jackson,KY,"Jackson County, KY","$1,179,700"
944,21111,Jefferson,KY,"Jefferson County, KY","$657,490,100"
945,21113,Jessamine,KY,"Jessamine County, KY","$12,870,500"
946,21115,Johnson,KY,"Johnson County, KY","$32,139,900"
947,21117,Kenton,KY,"Kenton County, KY","$23,056,600"
948,21119,Knott,KY,"Knott County, KY","$3,919,400"
949,21121,Knox,KY,"Knox County, KY","$6,380,400"
950,21123,Larue,KY,"Larue County, KY","$533,300"
951,21125,Laurel,KY,"Laurel County, KY","$2,456,900"
952,21127,Lawrence,KY,"Lawrence County, KY","$4,007,600"
953,21129,Lee,KY,"Lee County, KY","$3,704,400"
954,21131,Leslie,KY,"Leslie County, KY","$2,462,700"
955,21133,Letcher,KY,"Letcher County, KY","$3,337,700"
956,21135,Lewis,KY,"Lewis County, KY","$8,927,200"
957,21137,Lincoln,KY,"Lincoln County, KY","$708,700"
958,21139,Livingston,KY,"Livingston County, KY","$2,503,200"
959,21141,Logan,KY,"Logan County, KY","$3,167,200"
960,21145,McCracken,KY,"McCracken County, KY","$31,780,800"
961,21147,McCreary,KY,"McCreary County, KY","$18,000"
962,21149,McLean,KY,"McLean County, KY","$3,778,600"
963,21151,Madison,KY,"Madison County, KY","$17,849,400"
964,21153,Magoffin,KY,"Magoffin County, KY","$11,985,300"
965,21155,Marion,KY,"Marion County, KY","$764,000"
966,21157,Marshall,KY,"Marshall County, KY","$6,912,400"
967,21159,Martin,KY,"Martin County, KY","$27,683,600"
968,21161,Mason,KY,"Mason County, KY","$776,100"
969,21163,Meade,KY,"Meade County, KY","$1,451,200"
970,21165,Menifee,KY,"Menifee County, KY","$4,770,900"
971,21167,Mercer,KY,"Mercer County, KY","$11,320,900"
972,21169,Metcalfe,KY,"Metcalfe County, KY","$312,300"
973,21171,Monroe,KY,"Monroe County, KY","$253,000"
974,21173,Montgomery,KY,"Montgomery County, KY","$5,905,800"
975,21175,Morgan,KY,"Morgan County, KY","$2,231,100"
976,21177,Muhlenberg,KY,"Muhlenberg County, KY","$1,557,200"
977,21179,Nelson,KY,"Nelson County, KY","$8,320,700"
978,21181,Nicholas,KY,"Nicholas County, KY","$3,061,800"
979,21183,Ohio,KY,"Ohio County, KY","$509,800"
980,21185,Oldham,KY,"Oldham County, KY","$123,681,300"
981,21187,Owen,KY,"Owen County, KY","$1,555,200"
982,21189,Owsley,KY,"Owsley County, KY","$1,389,600"
983,21191,Pendleton,KY,"Pendleton County, KY","$7,139,200"
984,21193,Perry,KY,"Perry County, KY","$26,125,300"
985,21195,Pike,KY,"Pike County, KY","$184,457,000"
986,21197,Powell,KY,"Powell County, KY","$7,899,500"
987,21199,Pulaski,KY,"Pulaski County, KY","$5,632,300"
988,21203,Rockcastle,KY,"Rockcastle County, KY","$1,793,200"
989,21205,Rowan,KY,"Rowan County, KY","$25,084,000"
990,21207,Russell,KY,"Russell County, KY","$382,000"
991,21209,Scott,KY,"Scott County, KY","$14,098,700"
992,21211,Shelby,KY,"Shelby County, KY","$3,264,000"
993,21213,Simpson,KY,"Simpson County, KY","$1,582,200"
994,21215,Spencer,KY,"Spencer County, KY","$5,189,800"
995,21217,Taylor,KY,"Taylor County, KY","$1,233,000"
996,21219,Todd,KY,"Todd County, KY","$1,410,000"
997,21221,Trigg,KY,"Trigg County, KY","$350,000"
998,21223,Trimble,KY,"Trimble County, KY","$2,035,600"
999,21225,Union,KY,"Union County, KY","$863,300"
1000,21227,Warren,KY,"Warren County, KY","$13,553,200"
1001,21229,Washington,KY,"Washington County, KY","$5,499,900"
1002,21231,Wayne,KY,"Wayne County, KY","$250,000"
1003,21233,Webster,KY,"Webster County, KY","$286,600"
1004,21235,Whitley,KY,"Whitley County, KY","$1,420,700"
1005,21237,Wolfe,KY,"Wolfe County, KY","$13,300"
1006,21239,Woodford,KY,"Woodford County, KY","$52,925,900"
1007,22001,Acadia Parish,LA,"Acadia Parish, LA","$156,762,900"
1008,22003,Allen Parish,LA,"Allen Parish, LA","$30,644,900"
1009,22005,Ascension Parish,LA,"Ascension Parish, LA","$1,108,336,400"
1010,22007,Assumption Parish,LA,"Assumption Parish, LA","$49,729,700"
1011,22009,Avoyelles Parish,LA,"Avoyelles Parish, LA","$56,530,600"
1012,22011,Beauregard Parish,LA,"Beauregard Parish, LA","$38,281,900"
1013,22013,Bienville Parish,LA,"Bienville Parish, LA","$1,357,100"
1014,22015,Bossier Parish,LA,"Bossier Parish, LA","$154,393,900"
1015,22017,Caddo Parish,LA,"Caddo Parish, LA","$251,882,400"
1016,22019,Calcasieu Parish,LA,"Calcasieu Parish, LA","$1,873,117,700"
1017,22021,Caldwell Parish,LA,"Caldwell Parish, LA","$21,470,000"
1018,22023,Cameron Parish,LA,"Cameron Parish, LA","$516,772,100"
1019,22025,Catahoula Parish,LA,"Catahoula Parish, LA","$54,085,400"
1020,22027,Claiborne Parish,LA,"Claiborne Parish, LA","$10,105,300"
1021,22029,Concordia Parish,LA,"Concordia Parish, LA","$65,162,900"
1022,22031,De Soto Parish,LA,"De Soto Parish, LA","$3,072,200"
1023,22033,East Baton Rouge Parish,LA,"East Baton Rouge Parish, LA","$3,666,839,900"
1024,22035,East Carroll Parish,LA,"East Carroll Parish, LA","$11,437,700"
1025,22037,East Feliciana Parish,LA,"East Feliciana Parish, LA","$9,667,600"
1026,22039,Evangeline Parish,LA,"Evangeline Parish, LA","$32,050,200"
1027,22041,Franklin Parish,LA,"Franklin Parish, LA","$21,880,300"
1028,22043,Grant Parish,LA,"Grant Parish, LA","$18,114,800"
1029,22045,Iberia Parish,LA,"Iberia Parish, LA","$364,120,100"
1030,22047,Iberville Parish,LA,"Iberville Parish, LA","$69,207,600"
1031,22049,Jackson Parish,LA,"Jackson Parish, LA","$749,600"
1032,22051,Jefferson Parish,LA,"Jefferson Parish, LA","$18,084,902,200"
1033,22053,Jefferson Davis Parish,LA,"Jefferson Davis Parish, LA","$40,929,700"
1034,22055,Lafayette Parish,LA,"Lafayette Parish, LA","$1,045,565,700"
1035,22057,Lafourche Parish,LA,"Lafourche Parish, LA","$598,852,500"
1036,22059,La Salle Parish,LA,"La Salle Parish, LA","$8,986,800"
1037,22061,Lincoln Parish,LA,"Lincoln Parish, LA","$4,513,200"
1038,22063,Livingston Parish,LA,"Livingston Parish, LA","$2,177,562,700"
1039,22065,Madison Parish,LA,"Madison Parish, LA","$16,727,900"
1040,22067,Morehouse Parish,LA,"Morehouse Parish, LA","$24,051,100"
1041,22069,Natchitoches Parish,LA,"Natchitoches Parish, LA","$41,221,200"
1042,22071,Orleans Parish,LA,"Orleans Parish, LA","$17,302,432,600"
1043,22073,Ouachita Parish,LA,"Ouachita Parish, LA","$649,417,100"
1044,22075,Plaquemines Parish,LA,"Plaquemines Parish, LA","$949,833,600"
1045,22077,Pointe Coupee Parish,LA,"Pointe Coupee Parish, LA","$103,494,100"
1046,22079,Rapides Parish,LA,"Rapides Parish, LA","$290,147,700"
1047,22081,Red River Parish,LA,"Red River Parish, LA","$1,736,000"
1048,22083,Richland Parish,LA,"Richland Parish, LA","$41,133,100"
1049,22085,Sabine Parish,LA,"Sabine Parish, LA","$2,595,200"
1050,22087,St. Bernard Parish,LA,"St. Bernard Parish, LA","$3,005,243,600"
1051,22089,St. Charles Parish,LA,"St. Charles Parish, LA","$1,237,598,400"
1052,22091,St. Helena Parish,LA,"St. Helena Parish, LA","$9,000,600"
1053,22093,St. James Parish,LA,"St. James Parish, LA","$70,153,100"
1054,22095,St. John the Baptist Parish,LA,"St. John the Baptist Parish, LA","$2,323,352,700"
1055,22097,St. Landry Parish,LA,"St. Landry Parish, LA","$115,005,400"
1056,22099,St. Martin Parish,LA,"St. Martin Parish, LA","$183,791,200"
1057,22101,St. Mary Parish,LA,"St. Mary Parish, LA","$246,534,000"
1058,22103,St. Tammany Parish,LA,"St. Tammany Parish, LA","$6,985,776,600"
1059,22105,Tangipahoa Parish,LA,"Tangipahoa Parish, LA","$820,654,200"
1060,22107,Tensas Parish,LA,"Tensas Parish, LA","$8,777,800"
1061,22109,Terrebonne Parish,LA,"Terrebonne Parish, LA","$1,282,404,100"
1062,22111,Union Parish,LA,"Union Parish, LA","$35,421,000"
1063,22113,Vermilion Parish,LA,"Vermilion Parish, LA","$523,634,900"
1064,22115,Vernon Parish,LA,"Vernon Parish, LA","$44,885,800"
1065,22117,Washington Parish,LA,"Washington Parish, LA","$64,979,800"
1066,22119,Webster Parish,LA,"Webster Parish, LA","$20,981,300"
1067,22121,West Baton Rouge Parish,LA,"West Baton Rouge Parish, LA","$37,856,000"
1068,22123,West Carroll Parish,LA,"West Carroll Parish, LA","$7,016,100"
1069,22125,West Feliciana Parish,LA,"West Feliciana Parish, LA","$25,455,600"
1070,22127,Winn Parish,LA,"Winn Parish, LA","$7,010,400"
1071,23001,Androscoggin,ME,"Androscoggin County, ME","$8,033,800"
1072,23003,Aroostook,ME,"Aroostook County, ME","$27,593,600"
1073,23005,Cumberland,ME,"Cumberland County, ME","$48,309,300"
1074,23007,Franklin,ME,"Franklin County, ME","$8,437,300"
1075,23009,Hancock,ME,"Hancock County, ME","$6,099,400"
1076,23011,Kennebec,ME,"Kennebec County, ME","$31,008,400"
1077,23013,Knox,ME,"Knox County, ME","$8,738,800"
1078,23015,Lincoln,ME,"Lincoln County, ME","$9,443,900"
1079,23017,Oxford,ME,"Oxford County, ME","$17,656,600"
1080,23019,Penobscot,ME,"Penobscot County, ME","$16,652,400"
1081,23021,Piscataquis,ME,"Piscataquis County, ME","$7,324,600"
1082,23023,Sagadahoc,ME,"Sagadahoc County, ME","$7,543,500"
1083,23025,Somerset,ME,"Somerset County, ME","$5,064,400"
1084,23027,Waldo,ME,"Waldo County, ME","$7,796,500"
1085,23029,Washington,ME,"Washington County, ME","$1,900,300"
1086,23031,York,ME,"York County, ME","$327,906,500"
1087,24001,Allegany,MD,"Allegany County, MD","$28,224,700"
1088,24003,Anne Arundel,MD,"Anne Arundel County, MD","$508,295,500"
1089,24005,Baltimore,MD,"Baltimore County, MD","$431,682,000"
1090,24009,Calvert,MD,"Calvert County, MD","$98,857,400"
1091,24011,Caroline,MD,"Caroline County, MD","$10,587,900"
1092,24013,Carroll,MD,"Carroll County, MD","$16,321,300"
1093,24015,Cecil,MD,"Cecil County, MD","$134,985,700"
1094,24017,Charles,MD,"Charles County, MD","$80,710,800"
1095,24019,Dorchester,MD,"Dorchester County, MD","$187,511,700"
1096,24021,Frederick,MD,"Frederick County, MD","$39,147,200"
1097,24023,Garrett,MD,"Garrett County, MD","$8,289,700"
1098,24025,Harford,MD,"Harford County, MD","$53,472,100"
1099,24027,Howard,MD,"Howard County, MD","$96,660,100"
1100,24029,Kent,MD,"Kent County, MD","$56,323,700"
1101,24031,Montgomery,MD,"Montgomery County, MD","$148,068,900"
1102,24033,Prince George's,MD,"Prince George's County, MD","$252,234,400"
1103,24035,Queen Anne's,MD,"Queen Anne's County, MD","$221,702,600"
1104,24037,St. Mary's,MD,"St. Mary's County, MD","$115,213,200"
1105,24039,Somerset,MD,"Somerset County, MD","$167,750,700"
1106,24041,Talbot,MD,"Talbot County, MD","$142,405,100"
1107,24043,Washington,MD,"Washington County, MD","$31,074,700"
1108,24045,Wicomico,MD,"Wicomico County, MD","$73,384,100"
1109,24047,Worcester,MD,"Worcester County, MD","$1,001,058,200"
1110,24510,Baltimore city,MD,"Baltimore city County, MD","$474,170,500"
1111,25001,Barnstable,MA,"Barnstable County, MA","$490,321,700"
1112,25003,Berkshire,MA,"Berkshire County, MA","$49,330,600"
1113,25005,Bristol,MA,"Bristol County, MA","$221,919,800"
1114,25007,Dukes,MA,"Dukes County, MA","$24,013,800"
1115,25009,Essex,MA,"Essex County, MA","$949,693,300"
1116,25011,Franklin,MA,"Franklin County, MA","$15,818,800"
1117,25013,Hampden,MA,"Hampden County, MA","$37,391,500"
1118,25015,Hampshire,MA,"Hampshire County, MA","$19,708,800"
1119,25017,Middlesex,MA,"Middlesex County, MA","$856,706,600"
1120,25019,Nantucket,MA,"Nantucket County, MA","$136,972,700"
1121,25021,Norfolk,MA,"Norfolk County, MA","$491,966,300"
1122,25023,Plymouth,MA,"Plymouth County, MA","$1,511,637,800"
1123,25025,Suffolk,MA,"Suffolk County, MA","$456,220,700"
1124,25027,Worcester,MA,"Worcester County, MA","$134,338,300"
1125,26001,Alcona,MI,"Alcona County, MI","$1,800,200"
1126,26003,Alger,MI,"Alger County, MI","$351,100"
1127,26005,Allegan,MI,"Allegan County, MI","$10,349,500"
1128,26007,Alpena,MI,"Alpena County, MI","$1,958,700"
1129,26009,Antrim,MI,"Antrim County, MI","$888,000"
1130,26011,Arenac,MI,"Arenac County, MI","$12,068,900"
1131,26013,Baraga,MI,"Baraga County, MI","$625,500"
1132,26015,Barry,MI,"Barry County, MI","$21,439,400"
1133,26017,Bay,MI,"Bay County, MI","$36,767,700"
1134,26019,Benzie,MI,"Benzie County, MI","$3,976,500"
1135,26021,Berrien,MI,"Berrien County, MI","$45,858,600"
1136,26023,Branch,MI,"Branch County, MI","$4,984,700"
1137,26025,Calhoun,MI,"Calhoun County, MI","$9,001,700"
1138,26027,Cass,MI,"Cass County, MI","$2,051,700"
1139,26029,Charlevoix,MI,"Charlevoix County, MI","$1,645,000"
1140,26031,Cheboygan,MI,"Cheboygan County, MI","$424,700"
1141,26033,Chippewa,MI,"Chippewa County, MI","$448,000"
1142,26035,Clare,MI,"Clare County, MI","$880,700"
1143,26037,Clinton,MI,"Clinton County, MI","$5,542,500"
1144,26041,Delta,MI,"Delta County, MI","$2,214,600"
1145,26043,Dickinson,MI,"Dickinson County, MI","$195,700"
1146,26045,Eaton,MI,"Eaton County, MI","$13,724,400"
1147,26047,Emmet,MI,"Emmet County, MI","$2,231,000"
1148,26049,Genesee,MI,"Genesee County, MI","$46,869,700"
1149,26051,Gladwin,MI,"Gladwin County, MI","$6,571,800"
1150,26053,Gogebic,MI,"Gogebic County, MI","$944,600"
1151,26055,Grand Traverse,MI,"Grand Traverse County, MI","$9,708,700"
1152,26057,Gratiot,MI,"Gratiot County, MI","$2,299,000"
1153,26059,Hillsdale,MI,"Hillsdale County, MI","$1,037,600"
1154,26061,Houghton,MI,"Houghton County, MI","$685,000"
1155,26063,Huron,MI,"Huron County, MI","$2,976,300"
1156,26065,Ingham,MI,"Ingham County, MI","$38,233,100"
1157,26067,Ionia,MI,"Ionia County, MI","$3,227,100"
1158,26069,Iosco,MI,"Iosco County, MI","$9,100,900"
1159,26071,Iron,MI,"Iron County, MI","$92,000"
1160,26073,Isabella,MI,"Isabella County, MI","$5,870,800"
1161,26075,Jackson,MI,"Jackson County, MI","$5,699,000"
1162,26077,Kalamazoo,MI,"Kalamazoo County, MI","$47,172,000"
1163,26081,Kent,MI,"Kent County, MI","$74,618,300"
1164,26085,Lake,MI,"Lake County, MI","$5,231,000"
1165,26087,Lapeer,MI,"Lapeer County, MI","$2,987,100"
1166,26089,Leelanau,MI,"Leelanau County, MI","$4,418,200"
1167,26091,Lenawee,MI,"Lenawee County, MI","$4,929,400"
1168,26093,Livingston,MI,"Livingston County, MI","$19,657,200"
1169,26095,Luce,MI,"Luce County, MI","$62,500"
1170,26097,Mackinac,MI,"Mackinac County, MI","$852,000"
1171,26099,Macomb,MI,"Macomb County, MI","$130,959,800"
1172,26101,Manistee,MI,"Manistee County, MI","$4,012,700"
1173,26103,Marquette,MI,"Marquette County, MI","$2,811,300"
1174,26105,Mason,MI,"Mason County, MI","$1,244,800"
1175,26107,Mecosta,MI,"Mecosta County, MI","$6,522,200"
1176,26109,Menominee,MI,"Menominee County, MI","$5,451,700"
1177,26111,Midland,MI,"Midland County, MI","$93,514,500"
1178,26115,Monroe,MI,"Monroe County, MI","$101,945,800"
1179,26117,Montcalm,MI,"Montcalm County, MI","$797,000"
1180,26121,Muskegon,MI,"Muskegon County, MI","$22,459,400"
1181,26123,Newaygo,MI,"Newaygo County, MI","$14,512,500"
1182,26125,Oakland,MI,"Oakland County, MI","$118,571,400"
1183,26127,Oceana,MI,"Oceana County, MI","$3,332,700"
1184,26129,Ogemaw,MI,"Ogemaw County, MI","$34,500"
1185,26131,Ontonagon,MI,"Ontonagon County, MI","$496,600"
1186,26133,Osceola,MI,"Osceola County, MI","$5,893,900"
1187,26139,Ottawa,MI,"Ottawa County, MI","$45,186,700"
1188,26141,Presque Isle,MI,"Presque Isle County, MI","$51,000"
1189,26143,Roscommon,MI,"Roscommon County, MI","$28,000"
1190,26145,Saginaw,MI,"Saginaw County, MI","$64,445,400"
1191,26147,St. Clair,MI,"St. Clair County, MI","$119,358,800"
1192,26149,St. Joseph,MI,"St. Joseph County, MI","$9,456,200"
1193,26151,Sanilac,MI,"Sanilac County, MI","$404,000"
1194,26153,Schoolcraft,MI,"Schoolcraft County, MI","$108,000"
1195,26155,Shiawassee,MI,"Shiawassee County, MI","$3,363,400"
1196,26157,Tuscola,MI,"Tuscola County, MI","$6,230,500"
1197,26159,Van Buren,MI,"Van Buren County, MI","$12,049,000"
1198,26161,Washtenaw,MI,"Washtenaw County, MI","$25,136,300"
1199,26163,Wayne,MI,"Wayne County, MI","$290,524,100"
1200,26165,Wexford,MI,"Wexford County, MI","$1,379,600"
1201,27001,Aitkin,MN,"Aitkin County, MN","$12,967,300"
1202,27003,Anoka,MN,"Anoka County, MN","$16,826,800"
1203,27005,Becker,MN,"Becker County, MN","$10,072,400"
1204,27007,Beltrami,MN,"Beltrami County, MN","$678,000"
1205,27009,Benton,MN,"Benton County, MN","$3,170,300"
1206,27011,Big Stone,MN,"Big Stone County, MN","$8,106,600"
1207,27013,Blue Earth,MN,"Blue Earth County, MN","$12,157,200"
1208,27015,Brown,MN,"Brown County, MN","$3,115,000"
1209,27017,Carlton,MN,"Carlton County, MN","$3,201,400"
1210,27019,Carver,MN,"Carver County, MN","$7,443,900"
1211,27021,Cass,MN,"Cass County, MN","$1,101,500"
1212,27023,Chippewa,MN,"Chippewa County, MN","$15,882,300"
1213,27025,Chisago,MN,"Chisago County, MN","$4,096,300"
1214,27027,Clay,MN,"Clay County, MN","$199,716,400"
1215,27029,Clearwater,MN,"Clearwater County, MN","$1,355,300"
1216,27031,Cook,MN,"Cook County, MN","$1,009,700"
1217,27033,Cottonwood,MN,"Cottonwood County, MN","$2,677,300"
1218,27035,Crow Wing,MN,"Crow Wing County, MN","$2,094,100"
1219,27037,Dakota,MN,"Dakota County, MN","$35,756,500"
1220,27039,Dodge,MN,"Dodge County, MN","$3,876,400"
1221,27041,Douglas,MN,"Douglas County, MN","$1,427,000"
1222,27043,Faribault,MN,"Faribault County, MN","$1,885,800"
1223,27045,Fillmore,MN,"Fillmore County, MN","$6,350,700"
1224,27047,Freeborn,MN,"Freeborn County, MN","$5,316,600"
1225,27049,Goodhue,MN,"Goodhue County, MN","$22,309,600"
1226,27051,Grant,MN,"Grant County, MN","$260,000"
1227,27053,Hennepin,MN,"Hennepin County, MN","$79,747,800"
1228,27055,Houston,MN,"Houston County, MN","$6,920,300"
1229,27057,Hubbard,MN,"Hubbard County, MN","$3,622,000"
1230,27059,Isanti,MN,"Isanti County, MN","$2,923,800"
1231,27061,Itasca,MN,"Itasca County, MN","$1,099,300"
1232,27063,Jackson,MN,"Jackson County, MN","$1,083,000"
1233,27065,Kanabec,MN,"Kanabec County, MN","$3,406,200"
1234,27067,Kandiyohi,MN,"Kandiyohi County, MN","$1,974,400"
1235,27069,Kittson,MN,"Kittson County, MN","$7,596,700"
1236,27071,Koochiching,MN,"Koochiching County, MN","$564,600"
1237,27073,Lac qui Parle,MN,"Lac qui Parle County, MN","$1,792,900"
1238,27075,Lake,MN,"Lake County, MN","$2,988,300"
1239,27077,Lake of the Woods,MN,"Lake of the Woods County, MN","$461,000"
1240,27079,Le Sueur,MN,"Le Sueur County, MN","$9,325,500"
1241,27081,Lincoln,MN,"Lincoln County, MN","$287,000"
1242,27083,Lyon,MN,"Lyon County, MN","$5,143,300"
1243,27085,McLeod,MN,"McLeod County, MN","$2,522,000"
1244,27087,Mahnomen,MN,"Mahnomen County, MN","$633,800"
1245,27089,Marshall,MN,"Marshall County, MN","$47,408,600"
1246,27093,Meeker,MN,"Meeker County, MN","$929,000"
1247,27095,Mille Lacs,MN,"Mille Lacs County, MN","$3,132,700"
1248,27097,Morrison,MN,"Morrison County, MN","$10,521,200"
1249,27099,Mower,MN,"Mower County, MN","$42,045,000"
1250,27101,Murray,MN,"Murray County, MN","$1,751,900"
1251,27103,Nicollet,MN,"Nicollet County, MN","$8,279,200"
1252,27105,Nobles,MN,"Nobles County, MN","$5,071,000"
1253,27107,Norman,MN,"Norman County, MN","$18,628,200"
1254,27109,Olmsted,MN,"Olmsted County, MN","$38,450,700"
1255,27111,Otter Tail,MN,"Otter Tail County, MN","$17,514,200"
1256,27113,Pennington,MN,"Pennington County, MN","$2,725,400"
1257,27115,Pine,MN,"Pine County, MN","$10,247,000"
1258,27117,Pipestone,MN,"Pipestone County, MN","$1,800,500"
1259,27119,Polk,MN,"Polk County, MN","$111,330,700"
1260,27121,Pope,MN,"Pope County, MN","$1,004,100"
1261,27123,Ramsey,MN,"Ramsey County, MN","$19,273,100"
1262,27125,Red Lake,MN,"Red Lake County, MN","$101,300"
1263,27127,Redwood,MN,"Redwood County, MN","$476,000"
1264,27129,Renville,MN,"Renville County, MN","$897,000"
1265,27131,Rice,MN,"Rice County, MN","$13,708,000"
1266,27133,Rock,MN,"Rock County, MN","$1,758,300"
1267,27135,Roseau,MN,"Roseau County, MN","$21,697,200"
1268,27137,St. Louis,MN,"St. Louis County, MN","$21,312,600"
1269,27139,Scott,MN,"Scott County, MN","$17,638,200"
1270,27141,Sherburne,MN,"Sherburne County, MN","$4,414,000"
1271,27143,Sibley,MN,"Sibley County, MN","$1,674,700"
1272,27145,Stearns,MN,"Stearns County, MN","$13,045,900"
1273,27147,Steele,MN,"Steele County, MN","$19,494,500"
1274,27149,Stevens,MN,"Stevens County, MN","$88,300"
1275,27151,Swift,MN,"Swift County, MN","$1,012,000"
1276,27153,Todd,MN,"Todd County, MN","$2,449,400"
1277,27155,Traverse,MN,"Traverse County, MN","$6,562,600"
1278,27157,Wabasha,MN,"Wabasha County, MN","$19,794,600"
1279,27159,Wadena,MN,"Wadena County, MN","$1,333,800"
1280,27161,Waseca,MN,"Waseca County, MN","$879,000"
1281,27163,Washington,MN,"Washington County, MN","$116,881,100"
1282,27165,Watonwan,MN,"Watonwan County, MN","$2,081,500"
1283,27167,Wilkin,MN,"Wilkin County, MN","$41,435,900"
1284,27169,Winona,MN,"Winona County, MN","$13,093,700"
1285,27171,Wright,MN,"Wright County, MN","$19,397,000"
1286,27173,Yellow Medicine,MN,"Yellow Medicine County, MN","$18,089,700"
1287,28001,Adams,MS,"Adams County, MS","$21,756,100"
1288,28003,Alcorn,MS,"Alcorn County, MS","$15,694,500"
1289,28005,Amite,MS,"Amite County, MS","$326,900"
1290,28007,Attala,MS,"Attala County, MS","$1,417,600"
1291,28009,Benton,MS,"Benton County, MS","$85,200"
1292,28011,Bolivar,MS,"Bolivar County, MS","$67,304,600"
1293,28013,Calhoun,MS,"Calhoun County, MS","$2,750,100"
1294,28015,Carroll,MS,"Carroll County, MS","$1,265,400"
1295,28017,Chickasaw,MS,"Chickasaw County, MS","$245,000"
1296,28019,Choctaw,MS,"Choctaw County, MS","$775,400"
1297,28021,Claiborne,MS,"Claiborne County, MS","$4,675,900"
1298,28023,Clarke,MS,"Clarke County, MS","$6,185,600"
1299,28025,Clay,MS,"Clay County, MS","$12,810,500"
1300,28027,Coahoma,MS,"Coahoma County, MS","$23,608,800"
1301,28029,Copiah,MS,"Copiah County, MS","$1,891,100"
1302,28031,Covington,MS,"Covington County, MS","$3,756,500"
1303,28033,DeSoto,MS,"DeSoto County, MS","$41,673,800"
1304,28035,Forrest,MS,"Forrest County, MS","$79,881,600"
1305,28037,Franklin,MS,"Franklin County, MS","$275,300"
1306,28039,George,MS,"George County, MS","$2,453,900"
1307,28041,Greene,MS,"Greene County, MS","$2,828,200"
1308,28043,Grenada,MS,"Grenada County, MS","$14,114,600"
1309,28045,Hancock,MS,"Hancock County, MS","$1,455,330,300"
1310,28047,Harrison,MS,"Harrison County, MS","$2,967,802,400"
1311,28049,Hinds,MS,"Hinds County, MS","$416,975,000"
1312,28051,Holmes,MS,"Holmes County, MS","$6,806,100"
1313,28053,Humphreys,MS,"Humphreys County, MS","$18,283,100"
1314,28055,Issaquena,MS,"Issaquena County, MS","$5,039,000"
1315,28057,Itawamba,MS,"Itawamba County, MS","$180,500"
1316,28059,Jackson,MS,"Jackson County, MS","$1,743,248,600"
1317,28061,Jasper,MS,"Jasper County, MS","$628,500"
1318,28063,Jefferson,MS,"Jefferson County, MS","$2,065,900"
1319,28065,Jefferson Davis,MS,"Jefferson Davis County, MS","$119,100"
1320,28067,Jones,MS,"Jones County, MS","$16,264,300"
1321,28071,Lafayette,MS,"Lafayette County, MS","$5,889,500"
1322,28073,Lamar,MS,"Lamar County, MS","$33,344,200"
1323,28075,Lauderdale,MS,"Lauderdale County, MS","$24,689,600"
1324,28077,Lawrence,MS,"Lawrence County, MS","$3,462,700"
1325,28079,Leake,MS,"Leake County, MS","$1,357,000"
