,countyCode,County,State,county_state,total_coverage
441,13191,McIntosh,GA,"McIntosh County, GA","$13,877,400"
442,13193,Macon,GA,"Macon County, GA","$587,100"
443,13195,Madison,GA,"Madison County, GA","$560,000"
444,13201,Miller,GA,"Miller County, GA","$1,754,300"
445,13205,Mitchell,GA,"Mitchell County, GA","$8,611,700"
446,13207,Monroe,GA,"Monroe County, GA","$9,019,600"
447,13209,Montgomery,GA,"Montgomery County, GA","$2,154,100"
448,13211,Morgan,GA,"Morgan County, GA","$350,000"
449,13213,Murray,GA,"Murray County, GA","$6,178,500"
450,13215,Muscogee,GA,"Muscogee County, GA","$48,369,200"
451,13217,Newton,GA,"Newton County, GA","$8,037,300"
452,13219,Oconee,GA,"Oconee County, GA","$303,000"
453,13223,Paulding,GA,"Paulding County, GA","$12,241,200"
454,13225,Peach,GA,"Peach County, GA","$314,800"
455,13227,Pickens,GA,"Pickens County, GA","$2,917,000"
456,13229,Pierce,GA,"Pierce County, GA","$1,612,300"
457,13231,Pike,GA,"Pike County, GA","$878,000"
458,13233,Polk,GA,"Polk County, GA","$8,507,900"
459,13235,Pulaski,GA,"Pulaski County, GA","$1,210,900"
460,13237,Putnam,GA,"Putnam County, GA","$1,537,000"
461,13239,Quitman,GA,"Quitman County, GA","$11,000"
462,13241,Rabun,GA,"Rabun County, GA","$6,359,000"
463,13243,Randolph,GA,"Randolph County, GA","$381,600"
464,13245,Richmond,GA,"Richmond County, GA","$54,843,300"
465,13247,Rockdale,GA,"Rockdale County, GA","$12,594,900"
466,13251,Screven,GA,"Screven County, GA","$45,000"
467,13253,Seminole,GA,"Seminole County, GA","$7,131,200"
468,13255,Spalding,GA,"Spalding County, GA","$4,284,500"
469,13257,Stephens,GA,"Stephens County, GA","$1,636,200"
470,13261,Sumter,GA,"Sumter County, GA","$1,998,800"
471,13263,Talbot,GA,"Talbot County, GA","$250,300"
472,13267,Tattnall,GA,"Tattnall County, GA","$3,779,000"
473,13269,Taylor,GA,"Taylor County, GA","$980,000"
474,13271,Telfair,GA,"Telfair County, GA","$258,000"
475,13273,Terrell,GA,"Terrell County, GA","$1,178,000"
476,13275,Thomas,GA,"Thomas County, GA","$10,354,500"
477,13277,Tift,GA,"Tift County, GA","$14,562,100"
478,13279,Toombs,GA,"Toombs County, GA","$4,085,300"
479,13281,Towns,GA,"Towns County, GA","$5,910,900"
480,13285,Troup,GA,"Troup County, GA","$11,206,400"
481,13287,Turner,GA,"Turner County, GA","$46,000"
482,13289,Twiggs,GA,"Twiggs County, GA","$70,000"
483,13291,Union,GA,"Union County, GA","$14,905,400"
484,13293,Upson,GA,"Upson County, GA","$2,425,400"
485,13295,Walker,GA,"Walker County, GA","$15,519,200"
486,13297,Walton,GA,"Walton County, GA","$5,508,500"
487,13299,Ware,GA,"Ware County, GA","$3,818,100"
488,13303,Washington,GA,"Washington County, GA","$1,244,400"
489,13305,Wayne,GA,"Wayne County, GA","$806,000"
490,13309,Wheeler,GA,"Wheeler County, GA","$440,000"
491,13311,White,GA,"White County, GA","$24,579,700"
492,13313,Whitfield,GA,"Whitfield County, GA","$17,399,900"
493,13321,Worth,GA,"Worth County, GA","$4,091,000"
494,15001,Hawaii,HI,"Hawaii County, HI","$261,480,200"
495,15003,Honolulu,HI,"Honolulu County, HI","$2,372,787,000"
496,15007,Kauai,HI,"Kauai County, HI","$332,453,900"
497,15009,Maui,HI,"Maui County, HI","$715,675,900"
498,16001,Ada,ID,"Ada County, ID","$28,274,100"
499,16003,Adams,ID,"Adams County, ID","$412,000"
500,16005,Bannock,ID,"Bannock County, ID","$5,557,300"
501,16009,Benewah,ID,"Benewah County, ID","$3,531,000"
502,16011,Bingham,ID,"Bingham County, ID","$3,795,200"
503,16013,Blaine,ID,"Blaine County, ID","$95,062,700"
504,16015,Boise,ID,"Boise County, ID","$280,000"
505,16017,Bonner,ID,"Bonner County, ID","$8,708,100"
506,16019,Bonneville,ID,"Bonneville County, ID","$3,038,500"
507,16021,Boundary,ID,"Boundary County, ID","$343,500"
508,16027,Canyon,ID,"Canyon County, ID","$3,016,300"
509,16029,Caribou,ID,"Caribou County, ID","$210,000"
510,16031,Cassia,ID,"Cassia County, ID","$336,500"
511,16035,Clearwater,ID,"Clearwater County, ID","$842,300"
512,16037,Custer,ID,"Custer County, ID","$125,000"
513,16039,Elmore,ID,"Elmore County, ID","$1,433,000"
514,16041,Franklin,ID,"Franklin County, ID","$350,000"
515,16043,Fremont,ID,"Fremont County, ID","$685,000"
516,16045,Gem,ID,"Gem County, ID","$565,000"
517,16047,Gooding,ID,"Gooding County, ID","$521,700"
518,16049,Idaho,ID,"Idaho County, ID","$697,000"
519,16051,Jefferson,ID,"Jefferson County, ID","$3,145,700"
520,16053,Jerome,ID,"Jerome County, ID","$20,000"
521,16055,Kootenai,ID,"Kootenai County, ID","$15,043,500"
522,16057,Latah,ID,"Latah County, ID","$6,869,000"
523,16059,Lemhi,ID,"Lemhi County, ID","$2,976,300"
524,16063,Lincoln,ID,"Lincoln County, ID","$343,600"
525,16065,Madison,ID,"Madison County, ID","$1,027,100"
526,16067,Minidoka,ID,"Minidoka County, ID","$1,118,000"
527,16069,Nez Perce,ID,"Nez Perce County, ID","$305,300"
528,16071,Oneida,ID,"Oneida County, ID","$45,000"
529,16075,Payette,ID,"Payette County, ID","$2,229,200"
530,16079,Shoshone,ID,"Shoshone County, ID","$7,727,200"
531,16081,Teton,ID,"Teton County, ID","$728,000"
532,16083,Twin Falls,ID,"Twin Falls County, ID","$1,860,600"
533,16085,Valley,ID,"Valley County, ID","$291,800"
534,16087,Washington,ID,"Washington County, ID","$2,770,400"
535,17001,Adams,IL,"Adams County, IL","$28,583,100"
536,17003,Alexander,IL,"Alexander County, IL","$20,615,600"
537,17005,Bond,IL,"Bond County, IL","$2,699,000"
538,17007,Boone,IL,"Boone County, IL","$5,062,700"
539,17009,Brown,IL,"Brown County, IL","$1,791,000"
540,17011,Bureau,IL,"Bureau County, IL","$5,913,000"
541,17013,Calhoun,IL,"Calhoun County, IL","$74,974,200"
542,17015,Carroll,IL,"Carroll County, IL","$6,433,100"
543,17017,Cass,IL,"Cass County, IL","$7,280,600"
544,17019,Champaign,IL,"Champaign County, IL","$17,906,700"
545,17021,Christian,IL,"Christian County, IL","$1,470,300"
546,17023,Clark,IL,"Clark County, IL","$1,199,200"
547,17025,Clay,IL,"Clay County, IL","$687,900"
548,17027,Clinton,IL,"Clinton County, IL","$3,044,200"
549,17029,Coles,IL,"Coles County, IL","$7,057,000"
550,17031,Cook,IL,"Cook County, IL","$2,195,264,200"
551,17033,Crawford,IL,"Crawford County, IL","$3,886,900"
552,17035,Cumberland,IL,"Cumberland County, IL","$143,400"
553,17037,DeKalb,IL,"DeKalb County, IL","$35,257,500"
554,17039,De Witt,IL,"De Witt County, IL","$2,323,500"
555,17041,Douglas,IL,"Douglas County, IL","$11,568,800"
556,17043,DuPage,IL,"DuPage County, IL","$640,151,600"
557,17045,Edgar,IL,"Edgar County, IL","$394,100"
558,17049,Effingham,IL,"Effingham County, IL","$536,600"
559,17051,Fayette,IL,"Fayette County, IL","$111,600"
560,17053,Ford,IL,"Ford County, IL","$140,000"
561,17055,Franklin,IL,"Franklin County, IL","$3,460,500"
562,17057,Fulton,IL,"Fulton County, IL","$11,723,100"
563,17059,Gallatin,IL,"Gallatin County, IL","$2,010,700"
564,17061,Greene,IL,"Greene County, IL","$2,788,100"
565,17063,Grundy,IL,"Grundy County, IL","$41,095,800"
566,17065,Hamilton,IL,"Hamilton County, IL","$143,400"
567,17067,Hancock,IL,"Hancock County, IL","$20,613,500"
568,17069,Hardin,IL,"Hardin County, IL","$1,327,100"
569,17071,Henderson,IL,"Henderson County, IL","$28,948,700"
570,17073,Henry,IL,"Henry County, IL","$14,573,300"
571,17075,Iroquois,IL,"Iroquois County, IL","$57,789,500"
572,17077,Jackson,IL,"Jackson County, IL","$7,306,100"
573,17079,Jasper,IL,"Jasper County, IL","$1,264,200"
574,17081,Jefferson,IL,"Jefferson County, IL","$734,900"
575,17083,Jersey,IL,"Jersey County, IL","$90,019,500"
576,17085,Jo Daviess,IL,"Jo Daviess County, IL","$23,100,800"
577,17087,Johnson,IL,"Johnson County, IL","$241,000"
578,17089,Kane,IL,"Kane County, IL","$122,042,900"
579,17091,Kankakee,IL,"Kankakee County, IL","$62,050,000"
580,17093,Kendall,IL,"Kendall County, IL","$20,315,700"
581,17095,Knox,IL,"Knox County, IL","$3,515,600"
582,17097,Lake,IL,"Lake County, IL","$372,096,800"
583,17099,LaSalle,IL,"LaSalle County, IL","$58,980,500"
584,17101,Lawrence,IL,"Lawrence County, IL","$1,809,400"
585,17103,Lee,IL,"Lee County, IL","$7,934,200"
586,17105,Livingston,IL,"Livingston County, IL","$16,333,200"
587,17107,Logan,IL,"Logan County, IL","$3,339,500"
588,17109,McDonough,IL,"McDonough County, IL","$399,500"
589,17111,McHenry,IL,"McHenry County, IL","$112,901,700"
590,17113,McLean,IL,"McLean County, IL","$18,219,500"
591,17115,Macon,IL,"Macon County, IL","$16,692,600"
592,17117,Macoupin,IL,"Macoupin County, IL","$1,178,100"
593,17119,Madison,IL,"Madison County, IL","$93,126,400"
594,17121,Marion,IL,"Marion County, IL","$1,075,300"
595,17123,Marshall,IL,"Marshall County, IL","$5,426,300"
596,17125,Mason,IL,"Mason County, IL","$26,329,300"
597,17127,Massac,IL,"Massac County, IL","$25,621,300"
598,17129,Menard,IL,"Menard County, IL","$2,086,300"
599,17131,Mercer,IL,"Mercer County, IL","$3,457,100"
600,17133,Monroe,IL,"Monroe County, IL","$46,598,700"
601,17135,Montgomery,IL,"Montgomery County, IL","$710,700"
602,17137,Morgan,IL,"Morgan County, IL","$9,091,000"
603,17139,Moultrie,IL,"Moultrie County, IL","$2,039,800"
604,17141,Ogle,IL,"Ogle County, IL","$23,289,200"
605,17143,Peoria,IL,"Peoria County, IL","$163,492,800"
606,17145,Perry,IL,"Perry County, IL","$1,166,700"
607,17147,Piatt,IL,"Piatt County, IL","$3,039,500"
608,17149,Pike,IL,"Pike County, IL","$13,207,600"
609,17151,Pope,IL,"Pope County, IL","$22,200"
610,17153,Pulaski,IL,"Pulaski County, IL","$1,104,100"
611,17155,Putnam,IL,"Putnam County, IL","$2,798,000"
612,17157,Randolph,IL,"Randolph County, IL","$19,077,700"
613,17159,Richland,IL,"Richland County, IL","$371,800"
614,17161,Rock Island,IL,"Rock Island County, IL","$143,026,200"
615,17163,St. Clair,IL,"St. Clair County, IL","$84,330,300"
616,17165,Saline,IL,"Saline County, IL","$2,711,500"
617,17167,Sangamon,IL,"Sangamon County, IL","$24,397,600"
618,17169,Schuyler,IL,"Schuyler County, IL","$2,534,200"
619,17171,Scott,IL,"Scott County, IL","$2,463,500"
620,17173,Shelby,IL,"Shelby County, IL","$135,000"
621,17175,Stark,IL,"Stark County, IL","$80,000"
622,17177,Stephenson,IL,"Stephenson County, IL","$12,676,800"
623,17179,Tazewell,IL,"Tazewell County, IL","$24,384,000"
624,17181,Union,IL,"Union County, IL","$6,032,400"
625,17183,Vermilion,IL,"Vermilion County, IL","$8,148,300"
626,17185,Wabash,IL,"Wabash County, IL","$288,200"
627,17187,Warren,IL,"Warren County, IL","$1,268,100"
628,17189,Washington,IL,"Washington County, IL","$351,500"
629,17191,Wayne,IL,"Wayne County, IL","$640,400"
630,17193,White,IL,"White County, IL","$4,978,500"
631,17195,Whiteside,IL,"Whiteside County, IL","$18,484,800"
632,17197,Will,IL,"Will County, IL","$191,142,600"
633,17199,Williamson,IL,"Williamson County, IL","$10,398,300"
634,17201,Winnebago,IL,"Winnebago County, IL","$148,136,400"
635,17203,Woodford,IL,"Woodford County, IL","$37,285,100"
636,18001,Adams,IN,"Adams County, IN","$7,528,400"
637,18003,Allen,IN,"Allen County, IN","$101,995,900"
638,18005,Bartholomew,IN,"Bartholomew County, IN","$54,167,600"
639,18009,Blackford,IN,"Blackford County, IN","$139,400"
640,18011,Boone,IN,"Boone County, IN","$12,154,200"
641,18013,Brown,IN,"Brown County, IN","$29,339,200"
642,18015,Carroll,IN,"Carroll County, IN","$51,771,600"
643,18017,Cass,IN,"Cass County, IN","$6,805,500"
644,18019,Clark,IN,"Clark County, IN","$81,916,200"
645,18021,Clay,IN,"Clay County, IN","$1,814,200"
646,18023,Clinton,IN,"Clinton County, IN","$2,569,200"
647,18025,Crawford,IN,"Crawford County, IN","$5,460,100"
648,18027,Daviess,IN,"Daviess County, IN","$978,600"
649,18029,Dearborn,IN,"Dearborn County, IN","$9,579,800"
650,18031,Decatur,IN,"Decatur County, IN","$4,618,000"
651,18033,DeKalb,IN,"DeKalb County, IN","$6,125,700"
652,18035,Delaware,IN,"Delaware County, IN","$20,983,400"
653,18037,Dubois,IN,"Dubois County, IN","$1,961,100"
654,18039,Elkhart,IN,"Elkhart County, IN","$34,505,100"
655,18041,Fayette,IN,"Fayette County, IN","$1,452,600"
656,18043,Floyd,IN,"Floyd County, IN","$28,053,600"
657,18045,Fountain,IN,"Fountain County, IN","$469,200"
658,18047,Franklin,IN,"Franklin County, IN","$6,914,300"
659,18049,Fulton,IN,"Fulton County, IN","$11,811,800"
660,18051,Gibson,IN,"Gibson County, IN","$1,970,900"
661,18053,Grant,IN,"Grant County, IN","$10,728,300"
662,18055,Greene,IN,"Greene County, IN","$713,200"
663,18057,Hamilton,IN,"Hamilton County, IN","$52,799,000"
664,18059,Hancock,IN,"Hancock County, IN","$10,258,500"
665,18061,Harrison,IN,"Harrison County, IN","$23,579,500"
666,18063,Hendricks,IN,"Hendricks County, IN","$12,569,200"
667,18065,Henry,IN,"Henry County, IN","$1,689,400"
668,18067,Howard,IN,"Howard County, IN","$51,602,500"
669,18069,Huntington,IN,"Huntington County, IN","$11,467,200"
670,18071,Jackson,IN,"Jackson County, IN","$9,812,300"
671,18073,Jasper,IN,"Jasper County, IN","$7,657,700"
672,18075,Jay,IN,"Jay County, IN","$3,031,700"
673,18077,Jefferson,IN,"Jefferson County, IN","$14,343,300"
674,18079,Jennings,IN,"Jennings County, IN","$767,300"
675,18081,Johnson,IN,"Johnson County, IN","$57,373,700"
676,18083,Knox,IN,"Knox County, IN","$4,786,000"
677,18085,Kosciusko,IN,"Kosciusko County, IN","$40,111,600"
678,18087,LaGrange,IN,"LaGrange County, IN","$6,886,500"
679,18089,Lake,IN,"Lake County, IN","$317,111,900"
680,18091,LaPorte,IN,"LaPorte County, IN","$13,304,400"
681,18093,Lawrence,IN,"Lawrence County, IN","$2,828,700"
682,18095,Madison,IN,"Madison County, IN","$22,329,600"
683,18097,Marion,IN,"Marion County, IN","$231,952,800"
684,18099,Marshall,IN,"Marshall County, IN","$7,986,300"
685,18101,Martin,IN,"Martin County, IN","$517,800"
686,18103,Miami,IN,"Miami County, IN","$2,577,600"
687,18105,Monroe,IN,"Monroe County, IN","$19,929,600"
688,18107,Montgomery,IN,"Montgomery County, IN","$3,959,400"
689,18109,Morgan,IN,"Morgan County, IN","$29,308,100"
690,18111,Newton,IN,"Newton County, IN","$4,994,500"
691,18113,Noble,IN,"Noble County, IN","$21,842,100"
692,18115,Ohio,IN,"Ohio County, IN","$848,400"
693,18117,Orange,IN,"Orange County, IN","$9,305,100"
694,18119,Owen,IN,"Owen County, IN","$10,406,000"
695,18121,Parke,IN,"Parke County, IN","$742,100"
696,18123,Perry,IN,"Perry County, IN","$3,096,100"
697,18125,Pike,IN,"Pike County, IN","$44,000"
698,18127,Porter,IN,"Porter County, IN","$19,420,300"
699,18129,Posey,IN,"Posey County, IN","$8,749,900"
700,18131,Pulaski,IN,"Pulaski County, IN","$10,356,600"
701,18133,Putnam,IN,"Putnam County, IN","$2,887,300"
702,18135,Randolph,IN,"Randolph County, IN","$1,173,300"
703,18137,Ripley,IN,"Ripley County, IN","$2,446,500"
704,18139,Rush,IN,"Rush County, IN","$1,208,900"
705,18141,St. Joseph,IN,"St. Joseph County, IN","$22,643,600"
706,18143,Scott,IN,"Scott County, IN","$1,052,300"
707,18145,Shelby,IN,"Shelby County, IN","$17,651,500"
708,18147,Spencer,IN,"Spencer County, IN","$2,005,900"
709,18149,Starke,IN,"Starke County, IN","$3,446,000"
710,18151,Steuben,IN,"Steuben County, IN","$3,830,500"
711,18153,Sullivan,IN,"Sullivan County, IN","$45,000"
712,18155,Switzerland,IN,"Switzerland County, IN","$4,220,300"
713,18157,Tippecanoe,IN,"Tippecanoe County, IN","$21,163,700"
714,18159,Tipton,IN,"Tipton County, IN","$9,002,400"
715,18161,Union,IN,"Union County, IN","$171,000"
716,18163,Vanderburgh,IN,"Vanderburgh County, IN","$54,704,100"
717,18165,Vermillion,IN,"Vermillion County, IN","$1,916,300"
718,18167,Vigo,IN,"Vigo County, IN","$65,615,700"
719,18169,Wabash,IN,"Wabash County, IN","$7,444,100"
720,18171,Warren,IN,"Warren County, IN","$245,000"
721,18173,Warrick,IN,"Warrick County, IN","$11,031,000"
722,18175,Washington,IN,"Washington County, IN","$5,774,000"
723,18177,Wayne,IN,"Wayne County, IN","$6,524,500"
724,18179,Wells,IN,"Wells County, IN","$3,937,600"
725,18181,White,IN,"White County, IN","$21,481,300"
726,18183,Whitley,IN,"Whitley County, IN","$2,609,100"
727,19003,Adams,IA,"Adams County, IA","$376,200"
728,19005,Allamakee,IA,"Allamakee County, IA","$2,215,100"
729,19007,Appanoose,IA,"Appanoose County, IA","$216,900"
730,19009,Audubon,IA,"Audubon County, IA","$949,500"
731,19011,Benton,IA,"Benton County, IA","$12,187,100"
732,19013,Black Hawk,IA,"Black Hawk County, IA","$122,978,700"
733,19015,Boone,IA,"Boone County, IA","$5,923,600"
734,19017,Bremer,IA,"Bremer County, IA","$54,394,000"
735,19019,Buchanan,IA,"Buchanan County, IA","$24,184,400"
736,19021,Buena Vista,IA,"Buena Vista County, IA","$28,000"
737,19023,Butler,IA,"Butler County, IA","$23,654,700"
738,19025,Calhoun,IA,"Calhoun County, IA","$64,100"
739,19027,Carroll,IA,"Carroll County, IA","$2,045,200"
740,19029,Cass,IA,"Cass County, IA","$2,510,400"
741,19031,Cedar,IA,"Cedar County, IA","$4,007,100"
742,19033,Cerro Gordo,IA,"Cerro Gordo County, IA","$18,320,600"
743,19035,Cherokee,IA,"Cherokee County, IA","$5,668,500"
744,19037,Chickasaw,IA,"Chickasaw County, IA","$4,542,100"
745,19041,Clay,IA,"Clay County, IA","$1,021,700"
746,19043,Clayton,IA,"Clayton County, IA","$14,352,300"
747,19045,Clinton,IA,"Clinton County, IA","$12,563,300"
748,19047,Crawford,IA,"Crawford County, IA","$6,269,900"
749,19049,Dallas,IA,"Dallas County, IA","$6,223,600"
750,19053,Decatur,IA,"Decatur County, IA","$581,600"
751,19055,Delaware,IA,"Delaware County, IA","$21,042,000"
752,19057,Des Moines,IA,"Des Moines County, IA","$38,674,200"
753,19059,Dickinson,IA,"Dickinson County, IA","$1,380,000"
754,19061,Dubuque,IA,"Dubuque County, IA","$17,650,100"
755,19063,Emmet,IA,"Emmet County, IA","$1,047,500"
756,19065,Fayette,IA,"Fayette County, IA","$5,343,800"
757,19067,Floyd,IA,"Floyd County, IA","$17,988,500"
758,19069,Franklin,IA,"Franklin County, IA","$255,000"
759,19071,Fremont,IA,"Fremont County, IA","$41,902,000"
760,19073,Greene,IA,"Greene County, IA","$503,000"
761,19075,Grundy,IA,"Grundy County, IA","$751,500"
762,19077,Guthrie,IA,"Guthrie County, IA","$1,709,000"
763,19079,Hamilton,IA,"Hamilton County, IA","$1,853,100"
764,19081,Hancock,IA,"Hancock County, IA","$128,200"
765,19083,Hardin,IA,"Hardin County, IA","$1,594,700"
766,19085,Harrison,IA,"Harrison County, IA","$12,098,500"
767,19087,Henry,IA,"Henry County, IA","$35,000"
768,19089,Howard,IA,"Howard County, IA","$830,900"
769,19091,Humboldt,IA,"Humboldt County, IA","$2,421,700"
770,19093,Ida,IA,"Ida County, IA","$535,800"
771,19095,Iowa,IA,"Iowa County, IA","$3,206,600"
772,19097,Jackson,IA,"Jackson County, IA","$3,548,200"
773,19099,Jasper,IA,"Jasper County, IA","$4,748,700"
774,19103,Johnson,IA,"Johnson County, IA","$108,418,600"
775,19105,Jones,IA,"Jones County, IA","$11,501,300"
776,19107,Keokuk,IA,"Keokuk County, IA","$57,800"
777,19109,Kossuth,IA,"Kossuth County, IA","$315,000"
778,19111,Lee,IA,"Lee County, IA","$20,170,300"
779,19113,Linn,IA,"Linn County, IA","$281,553,000"
780,19115,Louisa,IA,"Louisa County, IA","$11,087,200"
781,19117,Lucas,IA,"Lucas County, IA","$458,500"
782,19119,Lyon,IA,"Lyon County, IA","$3,726,500"
783,19121,Madison,IA,"Madison County, IA","$540,000"
784,19123,Mahaska,IA,"Mahaska County, IA","$1,287,500"
785,19125,Marion,IA,"Marion County, IA","$3,726,400"
786,19127,Marshall,IA,"Marshall County, IA","$3,931,700"
787,19129,Mills,IA,"Mills County, IA","$18,646,200"
788,19131,Mitchell,IA,"Mitchell County, IA","$2,715,100"
789,19133,Monona,IA,"Monona County, IA","$5,808,500"
790,19135,Monroe,IA,"Monroe County, IA","$30,000"
791,19137,Montgomery,IA,"Montgomery County, IA","$3,287,100"
792,19139,Muscatine,IA,"Muscatine County, IA","$36,384,000"
793,19141,O'Brien,IA,"O'Brien County, IA","$525,000"
794,19145,Page,IA,"Page County, IA","$590,000"
795,19147,Palo Alto,IA,"Palo Alto County, IA","$1,050,000"
796,19149,Plymouth,IA,"Plymouth County, IA","$1,169,700"
797,19153,Polk,IA,"Polk County, IA","$192,047,400"
798,19155,Pottawattamie,IA,"Pottawattamie County, IA","$94,133,300"
799,19161,Sac,IA,"Sac County, IA","$16,000"
800,19163,Scott,IA,"Scott County, IA","$238,703,000"
801,19165,Shelby,IA,"Shelby County, IA","$787,300"
802,19167,Sioux,IA,"Sioux County, IA","$2,694,600"
803,19169,Story,IA,"Story County, IA","$46,395,500"
804,19171,Tama,IA,"Tama County, IA","$4,471,500"
805,19173,Taylor,IA,"Taylor County, IA","$224,800"
806,19175,Union,IA,"Union County, IA","$1,211,100"
807,19177,Van Buren,IA,"Van Buren County, IA","$3,024,100"
808,19179,Wapello,IA,"Wapello County, IA","$10,899,300"
809,19181,Warren,IA,"Warren County, IA","$2,006,000"
810,19183,Washington,IA,"Washington County, IA","$2,479,000"
811,19187,Webster,IA,"Webster County, IA","$9,271,900"
812,19189,Winnebago,IA,"Winnebago County, IA","$70,000"
813,19191,Winneshiek,IA,"Winneshiek County, IA","$3,640,900"
814,19193,Woodbury,IA,"Woodbury County, IA","$15,201,000"
815,19195,Worth,IA,"Worth County, IA","$97,800"
816,19197,Wright,IA,"Wright County, IA","$49,000"
817,20001,Allen,KS,"Allen County, KS","$5,934,600"
818,20003,Anderson,KS,"Anderson County, KS","$355,000"
819,20005,Atchison,KS,"Atchison County, KS","$61,400"
820,20007,Barber,KS,"Barber County, KS","$54,000"
821,20009,Barton,KS,"Barton County, KS","$16,205,500"
822,20011,Bourbon,KS,"Bourbon County, KS","$8,068,200"
823,20015,Butler,KS,"Butler County, KS","$38,051,700"
824,20017,Chase,KS,"Chase County, KS","$780,000"
825,20019,Chautauqua,KS,"Chautauqua County, KS","$49,900"
826,20021,Cherokee,KS,"Cherokee County, KS","$4,149,400"
827,20027,Clay,KS,"Clay County, KS","$700,000"
828,20029,Cloud,KS,"Cloud County, KS","$35,000"
829,20031,Coffey,KS,"Coffey County, KS","$494,300"
830,20035,Cowley,KS,"Cowley County, KS","$11,435,300"
831,20037,Crawford,KS,"Crawford County, KS","$12,513,200"
832,20041,Dickinson,KS,"Dickinson County, KS","$4,885,400"
833,20043,Doniphan,KS,"Doniphan County, KS","$13,061,400"
834,20045,Douglas,KS,"Douglas County, KS","$18,134,900"
835,20047,Edwards,KS,"Edwards County, KS","$661,200"
836,20049,Elk,KS,"Elk County, KS","$25,000"
837,20051,Ellis,KS,"Ellis County, KS","$4,512,400"
838,20053,Ellsworth,KS,"Ellsworth County, KS","$151,800"
839,20055,Finney,KS,"Finney County, KS","$1,392,900"
840,20057,Ford,KS,"Ford County, KS","$3,121,600"
841,20059,Franklin,KS,"Franklin County, KS","$7,491,700"
842,20061,Geary,KS,"Geary County, KS","$3,087,300"
843,20067,Grant,KS,"Grant County, KS","$25,000"
844,20073,Greenwood,KS,"Greenwood County, KS","$137,600"
845,20077,Harper,KS,"Harper County, KS","$10,000"
846,20079,Harvey,KS,"Harvey County, KS","$22,402,000"
847,20085,Jackson,KS,"Jackson County, KS","$380,000"
848,20087,Jefferson,KS,"Jefferson County, KS","$4,701,700"
849,20089,Jewell,KS,"Jewell County, KS","$40,000"
850,20091,Johnson,KS,"Johnson County, KS","$130,443,800"
851,20093,Kearny,KS,"Kearny County, KS","$28,000"
852,20095,Kingman,KS,"Kingman County, KS","$3,354,300"
853,20097,Kiowa,KS,"Kiowa County, KS","$33,000"
854,20099,Labette,KS,"Labette County, KS","$7,807,100"
855,20103,Leavenworth,KS,"Leavenworth County, KS","$18,722,800"
856,20105,Lincoln,KS,"Lincoln County, KS","$45,000"
857,20107,Linn,KS,"Linn County, KS","$507,500"
858,20111,Lyon,KS,"Lyon County, KS","$4,901,400"
859,20113,McPherson,KS,"McPherson County, KS","$4,056,500"
860,20115,Marion,KS,"Marion County, KS","$836,200"
861,20117,Marshall,KS,"Marshall County, KS","$688,100"
862,20119,Meade,KS,"Meade County, KS","$70,000"
863,20121,Miami,KS,"Miami County, KS","$3,731,900"
864,20123,Mitchell,KS,"Mitchell County, KS","$1,322,500"
865,20125,Montgomery,KS,"Montgomery County, KS","$20,358,200"
866,20131,Nemaha,KS,"Nemaha County, KS","$109,300"
867,20133,Neosho,KS,"Neosho County, KS","$7,153,200"
868,20135,Ness,KS,"Ness County, KS","$61,500"
869,20139,Osage,KS,"Osage County, KS","$1,053,700"
870,20141,Osborne,KS,"Osborne County, KS","$222,800"
871,20143,Ottawa,KS,"Ottawa County, KS","$978,500"
872,20145,Pawnee,KS,"Pawnee County, KS","$220,900"
873,20149,Pottawatomie,KS,"Pottawatomie County, KS","$9,055,000"
874,20151,Pratt,KS,"Pratt County, KS","$275,800"
875,20155,Reno,KS,"Reno County, KS","$10,115,000"
876,20157,Republic,KS,"Republic County, KS","$1,454,600"
877,20159,Rice,KS,"Rice County, KS","$2,165,400"
878,20161,Riley,KS,"Riley County, KS","$54,710,700"
879,20165,Rush,KS,"Rush County, KS","$281,700"
880,20169,Saline,KS,"Saline County, KS","$25,115,900"
881,20173,Sedgwick,KS,"Sedgwick County, KS","$108,514,800"
882,20175,Seward,KS,"Seward County, KS","$3,445,000"
883,20177,Shawnee,KS,"Shawnee County, KS","$44,165,700"
884,20191,Sumner,KS,"Sumner County, KS","$16,011,700"
885,20193,Thomas,KS,"Thomas County, KS","$263,000"
886,20197,Wabaunsee,KS,"Wabaunsee County, KS","$676,900"
887,20201,Washington,KS,"Washington County, KS","$30,000"
888,20205,Wilson,KS,"Wilson County, KS","$7,475,200"
889,20209,Wyandotte,KS,"Wyandotte County, KS","$54,890,400"
890,21001,Adair,KY,"Adair County, KY","$183,700"
891,21003,Allen,KY,"Allen County, KY","$1,310,000"
892,21005,Anderson,KY,"Anderson County, KY","$4,693,400"
893,21007,Ballard,KY,"Ballard County, KY","$2,214,000"
894,21009,Barren,KY,"Barren County, KY","$873,100"
895,21011,Bath,KY,"Bath County, KY","$4,706,400"
896,21013,Bell,KY,"Bell County, KY","$43,508,700"
897,21015,Boone,KY,"Boone County, KY","$5,040,500"
898,21017,Bourbon,KY,"Bourbon County, KY","$32,226,500"
899,21019,Boyd,KY,"Boyd County, KY","$40,438,200"
900,21021,Boyle,KY,"Boyle County, KY","$2,551,400"
901,21023,Bracken,KY,"Bracken County, KY","$5,068,000"
