year,month,propertyState,num_policies_bought,num_policies_term,num_policies_net
2009,1,AK,102,2,100
2009,1,AL,1886,23,1863
2009,1,AR,539,13,526
2009,1,AZ,1065,15,1050
2009,1,CA,19296,178,19118
2009,1,CO,858,10,848
2009,1,CT,1663,50,1613
2009,1,DC,49,1,48
2009,1,DE,1434,12,1422
2009,1,FL,113178,1498,111680
2009,1,GA,3631,54,3577
2009,1,GU,6,0,6
2009,1,HI,3849,102,3747
2009,1,IA,403,4,399
2009,1,ID,251,2,249
2009,1,IL,1716,18,1698
2009,1,IN,787,13,774
2009,1,KS,320,5,315
2009,1,KY,848,9,839
2009,1,LA,20856,358,20498
2009,1,MA,1877,17,1860
2009,1,MD,3125,125,3000
2009,1,ME,361,3,358
2009,1,MI,670,23,647
2009,1,MN,304,5,299
2009,1,MO,749,19,730
2009,1,MS,3536,36,3500
2009,1,MT,128,1,127
2009,1,NC,6415,64,6351
2009,1,ND,133,1,132
2009,1,NE,295,4,291
2009,1,NH,298,4,294
2009,1,NJ,9278,146,9132
2009,1,NM,333,7,326
2009,1,NV,647,6,641
2009,1,NY,8436,144,8292
2009,1,OH,1282,23,1259
2009,1,OK,432,7,425
2009,1,OR,1895,24,1871
2009,1,PA,3137,27,3110
2009,1,PR,996,0,996
2009,1,RI,682,9,673
2009,1,SC,8690,184,8506
2009,1,SD,145,0,145
2009,1,TN,952,14,938
2009,1,TX,25423,291,25132
2009,1,UT,184,11,173
2009,1,VA,4027,66,3961
2009,1,VI,56,0,56
2009,1,VT,126,2,124
2009,1,WA,2590,51,2539
2009,1,WI,408,8,400
2009,1,WV,701,2,699
2009,1,WY,72,0,72
2009,2,AK,84,2,82
2009,2,AL,3076,148,2928
2009,2,AR,606,21,585
2009,2,AZ,1113,28,1085
2009,2,CA,15750,298,15452
2009,2,CO,625,26,599
2009,2,CT,1174,40,1134
2009,2,DC,56,2,54
2009,2,DE,906,38,868
2009,2,FL,102381,4192,98189
2009,2,GA,3909,171,3738
2009,2,GU,3,0,3
2009,2,HI,4982,356,4626
2009,2,IA,641,27,614
2009,2,ID,449,11,438
2009,2,IL,1994,58,1936
2009,2,IN,1011,30,981
2009,2,KS,365,10,355
2009,2,KY,852,22,830
2009,2,LA,24287,792,23495
2009,2,MA,1753,37,1716
2009,2,MD,2420,53,2367
2009,2,ME,393,14,379
2009,2,MI,864,29,835
2009,2,MN,493,12,481
2009,2,MO,819,24,795
2009,2,MS,4166,90,4076
2009,2,MT,204,2,202
2009,2,NC,6220,235,5985
2009,2,ND,798,12,786
2009,2,NE,297,17,280
2009,2,NH,320,5,315
2009,2,NJ,8429,340,8089
2009,2,NM,411,11,400
2009,2,NV,899,17,882
2009,2,NY,5999,165,5834
2009,2,OH,1586,45,1541
2009,2,OK,495,17,478
2009,2,OR,1711,54,1657
2009,2,PA,4456,109,4347
2009,2,PR,538,1,537
2009,2,RI,707,18,689
2009,2,SC,8098,221,7877
2009,2,SD,160,4,156
2009,2,TN,1132,33,1099
2009,2,TX,26291,659,25632
2009,2,UN,1,0,1
2009,2,UT,344,10,334
2009,2,VA,4149,183,3966
2009,2,VI,83,0,83
2009,2,VT,133,4,129
2009,2,WA,2364,82,2282
2009,2,WI,459,10,449
2009,2,WV,1021,30,991
2009,2,WY,89,2,87
2009,3,AK,111,6,105
2009,3,AL,2730,347,2383
2009,3,AR,636,36,600
2009,3,AZ,1213,99,1114
2009,3,CA,11955,568,11387
2009,3,CO,1035,39,996
2009,3,CT,1387,67,1320
2009,3,DC,60,4,56
2009,3,DE,1180,91,1089
2009,3,FL,129554,8938,120616
2009,3,GA,4701,285,4416
2009,3,GU,7,1,6
2009,3,HI,2688,642,2046
2009,3,IA,911,49,862
2009,3,ID,677,17,660
2009,3,IL,2330,117,2213
2009,3,IN,1262,65,1197
2009,3,KS,544,39,505
2009,3,KY,973,46,927
2009,3,LA,31330,1467,29863
2009,3,MA,2295,243,2052
2009,3,MD,3342,131,3211
2009,3,ME,502,16,486
2009,3,MI,913,41,872
2009,3,MN,1430,35,1395
2009,3,MO,1097,50,1047
2009,3,MS,5564,129,5435
2009,3,MT,250,7,243
2009,3,NC,7924,359,7565
2009,3,ND,3952,44,3908
2009,3,NE,378,23,355
2009,3,NH,418,12,406
2009,3,NJ,9505,665,8840
2009,3,NM,554,36,518
2009,3,NV,946,46,900
2009,3,NY,7079,448,6631
2009,3,OH,1735,69,1666
2009,3,OK,676,30,646
2009,3,OR,1573,93,1480
2009,3,PA,4254,130,4124
2009,3,PR,925,6,919
2009,3,RI,695,186,509
2009,3,SC,11562,594,10968
2009,3,SD,268,12,256
2009,3,TN,2251,61,2190
2009,3,TX,32576,1164,31412
2009,3,UT,363,28,335
2009,3,VA,5700,306,5394
2009,3,VI,448,1,447
2009,3,VT,202,12,190
2009,3,WA,2550,147,2403
2009,3,WI,800,79,721
2009,3,WV,1067,37,1030
2009,3,WY,127,1,126
2009,4,AK,144,9,135
2009,4,AL,3718,145,3573
2009,4,AR,750,46,704
2009,4,AZ,1182,86,1096
2009,4,CA,10523,516,10007
2009,4,CO,1259,44,1215
2009,4,CT,1498,104,1394
2009,4,DC,47,3,44
2009,4,DE,1202,97,1105
2009,4,FL,156089,9277,146812
2009,4,GA,5193,348,4845
2009,4,GU,8,0,8
2009,4,HI,3991,360,3631
2009,4,IA,914,61,853
2009,4,ID,451,25,426
2009,4,IL,2608,122,2486
2009,4,IN,1239,86,1153
2009,4,KS,727,32,695
2009,4,KY,999,91,908
2009,4,LA,38298,1899,36399
2009,4,MA,2104,88,2016
2009,4,MD,3289,431,2858
2009,4,ME,707,22,685
2009,4,MI,782,53,729
2009,4,MN,1785,50,1735
2009,4,MO,1425,70,1355
2009,4,MS,6608,243,6365
2009,4,MT,261,10,251
2009,4,NC,8491,467,8024
2009,4,ND,5003,113,4890
2009,4,NE,375,28,347
2009,4,NH,492,21,471
2009,4,NJ,10174,747,9427
2009,4,NM,465,36,429
2009,4,NV,614,33,581
2009,4,NY,7677,348,7329
2009,4,OH,1731,103,1628
2009,4,OK,825,45,780
2009,4,OR,1280,88,1192
2009,4,PA,3578,197,3381
2009,4,PR,2156,24,2132
2009,4,RI,683,90,593
2009,4,SC,12343,628,11715
2009,4,SD,251,13,238
2009,4,TN,1435,82,1353
2009,4,TX,40391,1708,38683
2009,4,UN,1,0,1
2009,4,UT,397,94,303
2009,4,VA,5528,379,5149
2009,4,VI,104,60,44
2009,4,VT,161,6,155
2009,4,WA,2035,153,1882
2009,4,WI,1091,43,1048
2009,4,WV,1028,47,981
2009,4,WY,225,9,216
2009,5,AK,138,8,130
2009,5,AL,3919,401,3518
2009,5,AR,747,41,706
2009,5,AZ,1086,107,979
2009,5,CA,9976,644,9332
2009,5,CO,1314,79,1235
2009,5,CT,1504,86,1418
2009,5,DC,52,4,48
2009,5,DE,1375,123,1252
2009,5,FL,159964,11482,148482
2009,5,GA,5999,472,5527
2009,5,GU,6,0,6
2009,5,HI,4863,1290,3573
2009,5,IA,709,49,660
2009,5,ID,528,31,497
2009,5,IL,2224,177,2047
2009,5,IN,1050,93,957
2009,5,KS,712,61,651
2009,5,KY,1007,75,932
2009,5,LA,42585,2389,40196
2009,5,MA,2090,286,1804
2009,5,MD,3210,235,2975
2009,5,ME,448,23,425
2009,5,MI,717,58,659
2009,5,MN,488,40,448
2009,5,MO,1208,101,1107
2009,5,MS,7414,288,7126
2009,5,MT,313,17,296
2009,5,NC,9530,752,8778
2009,5,ND,315,80,235
2009,5,NE,351,37,314
2009,5,NH,369,40,329
2009,5,NJ,11249,1115,10134
2009,5,NM,476,32,444
2009,5,NV,599,36,563
2009,5,NY,8389,459,7930
2009,5,OH,1483,97,1386
2009,5,OK,823,34,789
2009,5,OR,1498,115,1383
2009,5,PA,3473,186,3287
2009,5,PR,1291,12,1279
2009,5,RI,619,42,577
2009,5,SC,13650,844,12806
2009,5,SD,264,13,251
2009,5,TN,1254,110,1144
2009,5,TX,53484,2255,51229
2009,5,UN,4,0,4
2009,5,UT,395,20,375
2009,5,VA,6569,537,6032
2009,5,VI,48,4,44
2009,5,VT,133,15,118
2009,5,WA,1907,200,1707
2009,5,WI,656,50,606
2009,5,WV,884,63,821
2009,5,WY,187,19,168
2009,6,AK,123,11,112
2009,6,AL,4150,341,3809
2009,6,AR,655,86,569
2009,6,AZ,1298,102,1196
2009,6,CA,9801,678,9123
2009,6,CO,1168,76,1092
2009,6,CT,1701,137,1564
2009,6,DC,323,4,319
2009,6,DE,1384,108,1276
2009,6,FL,186913,15156,171757
2009,6,GA,7316,512,6804
2009,6,GU,3,1,2
2009,6,HI,3555,520,3035
2009,6,IA,589,61,528
2009,6,ID,288,34,254
2009,6,IL,1856,159,1697
2009,6,IN,928,91,837
2009,6,KS,740,61,679
2009,6,KY,924,121,803
2009,6,LA,52126,3812,48314
2009,6,MA,2420,202,2218
2009,6,MD,3643,287,3356
2009,6,ME,474,42,432
2009,6,MI,659,71,588
2009,6,MN,439,40,399
2009,6,MO,1137,69,1068
2009,6,MS,8148,432,7716
2009,6,MT,304,16,288
2009,6,NC,11390,785,10605
2009,6,ND,247,76,171
2009,6,NE,346,40,306
2009,6,NH,352,23,329
2009,6,NJ,13026,1404,11622
2009,6,NM,511,52,459
2009,6,NV,539,43,496
2009,6,NY,10568,472,10096
2009,6,OH,1362,122,1240
2009,6,OK,873,66,807
2009,6,OR,1184,112,1072
2009,6,PA,3322,272,3050
2009,6,PR,1186,26,1160
2009,6,RI,887,61,826
2009,6,SC,16319,1292,15027
2009,6,SD,196,19,177
2009,6,TN,1180,95,1085
2009,6,TX,79025,2971,76054
2009,6,UN,1,0,1
2009,6,UT,234,21,213
2009,6,VA,8870,718,8152
2009,6,VI,152,2,150
2009,6,VT,130,9,121
2009,6,WA,1606,221,1385
2009,6,WI,541,54,487
2009,6,WV,854,73,781
2009,6,WY,131,13,118
2009,7,AK,128,15,113
2009,7,AL,4852,535,4317
2009,7,AR,677,73,604
2009,7,AZ,1456,133,1323
2009,7,CA,9958,770,9188
2009,7,CO,1096,111,985
2009,7,CT,2097,180,1917
2009,7,DC,92,9,83
2009,7,DE,1696,192,1504
2009,7,FL,196816,17747,179069
2009,7,GA,8944,731,8213
2009,7,GU,1,0,1
2009,7,HI,4212,1467,2745
2009,7,IA,888,91,797
2009,7,ID,232,32,200
2009,7,IL,2115,190,1925
2009,7,IN,1622,108,1514
2009,7,KS,802,61,741
2009,7,KY,1066,114,952
2009,7,LA,55113,4195,50918
2009,7,MA,3016,347,2669
2009,7,MD,4938,735,4203
2009,7,ME,519,53,466
2009,7,MI,760,65,695
2009,7,MN,492,53,439
2009,7,MO,1276,115,1161
2009,7,MS,6553,438,6115
2009,7,MT,166,13,153
2009,7,NC,13002,1154,11848
2009,7,ND,233,88,145
2009,7,NE,423,53,370
2009,7,NH,525,31,494
2009,7,NJ,12613,1469,11144
2009,7,NM,652,77,575
2009,7,NV,635,50,585
2009,7,NY,11317,669,10648
2009,7,OH,1721,147,1574
2009,7,OK,886,69,817
2009,7,OR,1350,126,1224
2009,7,PA,3847,378,3469
2009,7,PR,1973,14,1959
2009,7,RI,1110,62,1048
2009,7,SC,18389,1712,16677
2009,7,SD,200,20,180
2009,7,TN,1269,112,1157
2009,7,TX,113153,4974,108179
2009,7,UN,2,0,2
2009,7,UT,238,17,221
2009,7,VA,11469,1051,10418
2009,7,VI,88,5,83
2009,7,VT,157,12,145
2009,7,WA,1764,234,1530
2009,7,WI,843,63,780
2009,7,WV,1137,95,1042
2009,7,WY,160,14,146
2009,8,AK,150,25,125
2009,8,AL,3736,312,3424
2009,8,AR,711,88,623
2009,8,AZ,1793,182,1611
2009,8,CA,9281,868,8413
2009,8,CO,959,108,851
2009,8,CT,2177,200,1977
2009,8,DC,392,7,385
2009,8,DE,1634,167,1467
2009,8,FL,167864,16763,151101
2009,8,GA,8810,856,7954
2009,8,GU,6,1,5
2009,8,HI,7248,2056,5192
2009,8,IA,818,91,727
2009,8,ID,221,33,188
2009,8,IL,2065,242,1823
2009,8,IN,1355,151,1204
2009,8,KS,658,72,586
2009,8,KY,930,135,795
2009,8,LA,44406,4017,40389
2009,8,MA,3421,270,3151
2009,8,MD,3981,378,3603
2009,8,ME,534,51,483
2009,8,MI,689,81,608
2009,8,MN,426,44,382
2009,8,MO,1055,127,928
2009,8,MS,5704,446,5258
2009,8,MT,138,16,122
2009,8,NC,12822,1124,11698
2009,8,ND,238,73,165
2009,8,NE,379,42,337
2009,8,NH,347,38,309
2009,8,NJ,13764,2103,11661
2009,8,NM,712,87,625
2009,8,NV,750,78,672
2009,8,NY,12748,1452,11296
2009,8,OH,1737,131,1606
2009,8,OK,891,83,808
2009,8,OR,1421,142,1279
2009,8,PA,4412,333,4079
2009,8,PR,11183,22,11161
2009,8,RI,1368,109,1259
2009,8,SC,16849,1736,15113
2009,8,SD,473,29,444
2009,8,TN,1281,153,1128
2009,8,TX,81811,5222,76589
2009,8,UT,165,22,143
2009,8,VA,11310,1114,10196
2009,8,VI,158,35,123
2009,8,VT,138,8,130
2009,8,WA,2120,276,1844
2009,8,WI,751,91,660
2009,8,WV,996,66,930
2009,8,WY,116,13,103
2009,9,AK,150,28,122
2009,9,AL,3638,410,3228
2009,9,AR,650,75,575
2009,9,AZ,1574,184,1390
2009,9,CA,10474,1223,9251
2009,9,CO,1073,126,947
2009,9,CT,2138,175,1963
2009,9,DC,102,8,94
2009,9,DE,1723,187,1536
2009,9,FL,153996,20946,133050
2009,9,GA,7613,974,6639
2009,9,GU,9,1,8
2009,9,HI,5779,2453,3326
2009,9,IA,816,101,715
2009,9,ID,228,48,180
2009,9,IL,1642,179,1463
2009,9,IN,1248,146,1102
2009,9,KS,617,65,552
2009,9,KY,999,134,865
2009,9,LA,36391,4296,32095
2009,9,MA,3284,372,2912
2009,9,MD,3772,628,3144
2009,9,ME,530,58,472
2009,9,MI,856,101,755
2009,9,MN,437,58,379
2009,9,MO,1013,131,882
2009,9,MS,5137,447,4690
2009,9,MT,146,16,130
2009,9,NC,11062,1142,9920
2009,9,ND,203,61,142
2009,9,NE,334,56,278
2009,9,NH,591,39,552
2009,9,NJ,13879,2092,11787
2009,9,NM,735,91,644
2009,9,NV,679,69,610
2009,9,NY,14793,1359,13434
2009,9,OH,1846,166,1680
2009,9,OK,795,68,727
2009,9,OR,1768,182,1586
2009,9,PA,4009,416,3593
2009,9,PR,1356,81,1275
2009,9,RI,1251,140,1111
2009,9,SC,14683,1650,13033
2009,9,SD,312,37,275
2009,9,TN,1459,151,1308
2009,9,TX,61132,4863,56269
2009,9,UN,4,4,0
2009,9,UT,380,150,230
2009,9,VA,9383,998,8385
2009,9,VI,77,5,72
2009,9,VT,139,15,124
2009,9,WA,3183,298,2885
2009,9,WI,595,54,541
2009,9,WV,1073,106,967
2009,9,WY,99,10,89
2009,10,AK,130,20,110
2009,10,AL,3368,310,3058
2009,10,AR,728,110,618
2009,10,AZ,2014,301,1713
2009,10,CA,16927,1473,15454
2009,10,CO,815,116,699
2009,10,CT,2072,177,1895
2009,10,DC,94,5,89
2009,10,DE,1809,163,1646
2009,10,FL,147380,21346,126034
2009,10,GA,9049,987,8062
2009,10,GU,6,2,4
2009,10,HI,3879,1945,1934
2009,10,IA,647,107,540
2009,10,ID,294,33,261
2009,10,IL,1969,228,1741
2009,10,IN,1282,135,1147
2009,10,KS,566,83,483
2009,10,KY,1004,142,862
2009,10,LA,30884,4649,26235
2009,10,MA,3474,546,2928
2009,10,MD,4109,414,3695
2009,10,ME,663,73,590
2009,10,MI,799,98,701
2009,10,MN,473,74,399
2009,10,MO,1057,173,884
2009,10,MS,4880,956,3924
2009,10,MT,133,16,117
2009,10,NC,9906,1323,8583
2009,10,ND,224,103,121
2009,10,NE,330,50,280
2009,10,NH,347,38,309
2009,10,NJ,12709,2055,10654
2009,10,NM,615,101,514
2009,10,NV,1007,68,939
2009,10,NY,12804,947,11857
2009,10,OH,1781,188,1593
2009,10,OK,983,99,884
2009,10,OR,1842,189,1653
2009,10,PA,4139,520,3619
2009,10,PR,1658,27,1631
2009,10,RI,955,88,867
2009,10,SC,13977,2117,11860
2009,10,SD,198,36,162
2009,10,TN,1457,174,1283
2009,10,TX,52495,4907,47588
2009,10,UN,1,0,1
2009,10,UT,218,21,197
2009,10,VA,9566,1136,8430
2009,10,VI,62,4,58
2009,10,VT,146,16,130
2009,10,WA,9074,498,8576
2009,10,WI,812,104,708
2009,10,WV,989,94,895
2009,10,WY,113,15,98
2009,11,AK,111,27,84
2009,11,AL,2635,308,2327
2009,11,AR,724,102,622
2009,11,AZ,1313,214,1099
2009,11,CA,21886,1896,19990
2009,11,CO,774,106,668
2009,11,CT,2083,329,1754
2009,11,DC,75,4,71
2009,11,DE,1283,189,1094
2009,11,FL,112166,18866,93300
2009,11,GA,6965,1278,5687
2009,11,GU,2,0,2
2009,11,HI,4505,1460,3045
2009,11,IA,446,78,368
2009,11,ID,271,60,211
2009,11,IL,1675,240,1435
2009,11,IN,1155,158,997
2009,11,KS,474,71,403
2009,11,KY,939,151,788
2009,11,LA,25081,4112,20969
2009,11,MA,2672,423,2249
2009,11,MD,3511,656,2855
2009,11,ME,519,64,455
2009,11,MI,689,170,519
2009,11,MN,376,67,309
2009,11,MO,1034,162,872
2009,11,MS,4267,444,3823
2009,11,MT,133,25,108
2009,11,NC,7789,1411,6378
2009,11,ND,211,74,137
2009,11,NE,268,48,220
2009,11,NH,489,48,441
2009,11,NJ,12782,3214,9568
2009,11,NM,579,207,372
2009,11,NV,701,78,623
2009,11,NY,9704,1075,8629
2009,11,OH,1748,187,1561
2009,11,OK,747,95,652
2009,11,OR,2141,261,1880
2009,11,PA,3667,642,3025
2009,11,PR,1753,98,1655
2009,11,RI,771,101,670
2009,11,SC,10048,1466,8582
2009,11,SD,160,41,119
2009,11,TN,1162,144,1018
2009,11,TX,36591,3866,32725
2009,11,UT,210,32,178
2009,11,VA,6763,1359,5404
2009,11,VI,51,3,48
2009,11,VT,164,20,144
2009,11,WA,8713,561,8152
2009,11,WI,510,87,423
2009,11,WV,912,107,805
2009,11,WY,90,16,74
2009,12,AK,122,30,92
2009,12,AL,3908,622,3286
2009,12,AR,573,159,414
2009,12,AZ,1121,210,911
2009,12,CA,22336,2955,19381
2009,12,CO,796,147,649
2009,12,CT,1842,209,1633
2009,12,DC,79,25,54
2009,12,DE,1205,271,934
2009,12,FL,115007,24005,91002
2009,12,GA,4967,1043,3924
2009,12,GU,4,0,4
2009,12,HI,3263,743,2520
2009,12,IA,395,100,295
2009,12,ID,246,43,203
2009,12,IL,1486,278,1208
2009,12,IN,926,180,746
2009,12,KS,380,95,285
2009,12,KY,909,204,705
2009,12,LA,24284,6315,17969
2009,12,MA,2365,411,1954
2009,12,MD,3285,624,2661
2009,12,ME,444,57,387
2009,12,MI,849,157,692
2009,12,MN,303,65,238
2009,12,MO,831,156,675
2009,12,MS,3891,613,3278
2009,12,MT,119,22,97
2009,12,NC,6579,1353,5226
2009,12,ND,214,72,142
2009,12,NE,381,69,312
2009,12,NH,394,108,286
2009,12,NJ,11009,3188,7821
2009,12,NM,436,134,302
2009,12,NV,607,91,516
2009,12,NY,8310,1353,6957
2009,12,OH,1535,243,1292
2009,12,OK,533,111,422
2009,12,OR,1982,250,1732
2009,12,PA,3138,499,2639
2009,12,PR,859,38,821
2009,12,RI,724,200,524
2009,12,SC,10250,2470,7780
2009,12,SD,204,49,155
2009,12,TN,1204,276,928
2009,12,TX,28151,4123,24028
2009,12,UN,1,0,1
2009,12,UT,172,25,147
2009,12,VA,5761,1546,4215
2009,12,VI,146,41,105
2009,12,VT,123,24,99
2009,12,WA,4329,649,3680
2009,12,WI,411,85,326
2009,12,WV,766,122,644
2009,12,WY,86,14,72
2010,1,AK,120,111,9
2010,1,AL,1847,1741,106
2010,1,AR,575,521,54
2010,1,AZ,1039,1059,-20
2010,1,CA,18875,19356,-481
2010,1,CO,808,844,-36
2010,1,CT,1695,1694,1
2010,1,DC,55,49,6
2010,1,DE,1595,1517,78
2010,1,FL,112239,112041,198
2010,1,GA,4224,3769,455
2010,1,GU,5,6,-1
2010,1,HI,3406,3397,9
2010,1,IA,386,384,2
2010,1,ID,243,254,-11
2010,1,IL,1806,1722,84
2010,1,IN,821,768,53
2010,1,KS,351,338,13
2010,1,KY,713,895,-182
2010,1,LA,23024,23303,-279
2010,1,MA,1989,1881,108
2010,1,MD,3049,2797,252
2010,1,ME,400,373,27
2010,1,MI,730,641,89
2010,1,MN,313,298,15
2010,1,MO,831,744,87
2010,1,MS,3779,3780,-1
2010,1,MT,132,133,-1
2010,1,NC,6634,6610,24
2010,1,ND,162,146,16
2010,1,NE,279,285,-6
2010,1,NH,299,293,6
2010,1,NJ,9401,9478,-77
2010,1,NM,346,344,2
2010,1,NV,646,628,18
2010,1,NY,7777,8684,-907
2010,1,OH,1300,1295,5
2010,1,OK,453,441,12
2010,1,OR,1870,1913,-43
2010,1,PA,3052,3108,-56
2010,1,PR,931,988,-57
2010,1,RI,710,680,30
2010,1,SC,8628,8525,103
2010,1,SD,206,178,28
2010,1,TN,1001,950,51
2010,1,TX,24281,24535,-254
2010,1,UT,173,185,-12
2010,1,VA,4832,4378,454
2010,1,VI,55,54,1
2010,1,VT,127,128,-1
2010,1,WA,2963,2636,327
2010,1,WI,486,403,83
2010,1,WV,735,741,-6
2010,1,WY,67,78,-11
2010,2,AK,96,91,5
2010,2,AL,3105,3073,32
2010,2,AR,661,587,74
2010,2,AZ,1118,1061,57
2010,2,CA,16992,16340,652
2010,2,CO,619,612,7
2010,2,CT,1374,1374,0
2010,2,DC,45,52,-7
2010,2,DE,883,867,16
2010,2,FL,101977,102578,-601
2010,2,GA,4246,3904,342
2010,2,GU,2,3,-1
2010,2,HI,4723,4769,-46
2010,2,IA,680,604,76
2010,2,ID,406,420,-14
2010,2,IL,2042,1984,58
2010,2,IN,1034,1018,16
2010,2,KS,418,385,33
2010,2,KY,891,881,10
2010,2,LA,23748,23553,195
2010,2,MA,1999,1931,68
2010,2,MD,2659,2547,112
2010,2,ME,383,384,-1
2010,2,MI,792,842,-50
2010,2,MN,557,505,52
2010,2,MO,826,816,10
2010,2,MS,4236,4256,-20
2010,2,MT,242,196,46
2010,2,NC,6596,6553,43
2010,2,ND,724,790,-66
2010,2,NE,486,305,181
2010,2,NH,311,314,-3
2010,2,NJ,8932,8850,82
2010,2,NM,431,426,5
2010,2,NV,867,901,-34
2010,2,NY,6691,6303,388
2010,2,OH,1572,1616,-44
2010,2,OK,540,512,28
2010,2,OR,1638,1674,-36
2010,2,PA,4314,4408,-94
2010,2,PR,452,470,-18
2010,2,RI,669,684,-15
2010,2,SC,8309,8203,106
2010,2,SD,266,157,109
2010,2,TN,1151,1148,3
2010,2,TX,25818,26130,-312
2010,2,UN,1,1,0
2010,2,UT,281,293,-12
2010,2,VA,4429,4151,278
2010,2,VI,76,82,-6
2010,2,VT,129,137,-8
2010,2,WA,2402,2434,-32
2010,2,WI,442,457,-15
2010,2,WV,1034,1010,24
2010,2,WY,89,88,1
2010,3,AK,119,112,7
2010,3,AL,2712,2735,-23
2010,3,AR,689,643,46
2010,3,AZ,1226,1212,14
2010,3,CA,12364,12108,256
2010,3,CO,994,1040,-46
2010,3,CT,1382,1382,0
2010,3,DC,64,56,8
2010,3,DE,1100,1107,-7
2010,3,FL,128679,133157,-4478
2010,3,GA,5038,4723,315
2010,3,GU,3,4,-1
2010,3,HI,3286,3277,9
2010,3,IA,1761,905,856
2010,3,ID,598,661,-63
2010,3,IL,2341,2342,-1
2010,3,IN,1298,1233,65
2010,3,KS,544,513,31
2010,3,KY,1030,990,40
2010,3,LA,31317,30604,713
2010,3,MA,2276,2242,34
2010,3,MD,3518,3389,129
2010,3,ME,508,506,2
2010,3,MI,810,879,-69
2010,3,MN,3075,1521,1554
2010,3,MO,1189,1128,61
2010,3,MS,5602,5609,-7
2010,3,MT,408,256,152
2010,3,NC,7917,7878,39
2010,3,ND,5725,3970,1755
2010,3,NE,481,367,114
2010,3,NH,427,416,11
2010,3,NJ,10078,9984,94
2010,3,NM,478,493,-15
2010,3,NV,843,912,-69
2010,3,NY,7603,7324,279
2010,3,OH,1739,1746,-7
2010,3,OK,735,679,56
2010,3,OR,1514,1760,-246
2010,3,PA,4466,4273,193
2010,3,PR,774,1200,-426
2010,3,RI,524,561,-37
2010,3,SC,11429,11544,-115
2010,3,SD,1138,343,795
2010,3,TN,2129,2279,-150
2010,3,TX,32762,33605,-843
2010,3,UT,320,362,-42
2010,3,VA,5780,5617,163
2010,3,VI,384,389,-5
2010,3,VT,193,204,-11
2010,3,WA,2586,2631,-45
2010,3,WI,872,753,119
2010,3,WV,1178,1092,86
2010,3,WY,122,123,-1
2010,4,AK,157,146,11
2010,4,AL,4695,4667,28
2010,4,AR,780,752,28
2010,4,AZ,1103,1120,-17
2010,4,CA,10413,10681,-268
2010,4,CO,1191,1266,-75
2010,4,CT,1559,1521,38
2010,4,DC,68,53,15
2010,4,DE,1168,1142,26
2010,4,FL,153921,157087,-3166
2010,4,GA,5450,5297,153
2010,4,GU,6,8,-2
2010,4,HI,4785,4708,77
2010,4,IA,1670,940,730
2010,4,ID,415,440,-25
2010,4,IL,2807,2573,234
2010,4,IN,1249,1239,10
2010,4,KS,797,733,64
2010,4,KY,1045,1001,44
2010,4,LA,38585,38222,363
2010,4,MA,2354,2141,213
2010,4,MD,3385,3257,128
2010,4,ME,659,710,-51
2010,4,MI,766,795,-29
2010,4,MN,1485,1761,-276
2010,4,MO,1799,1459,340
2010,4,MS,6449,6560,-111
2010,4,MT,412,263,149
2010,4,NC,8460,8513,-53
2010,4,ND,2764,4789,-2025
2010,4,NE,450,380,70
2010,4,NH,535,513,22
2010,4,NJ,10456,10211,245
2010,4,NM,474,463,11
2010,4,NV,618,626,-8
2010,4,NY,9035,8170,865
2010,4,OH,1752,1714,38
2010,4,OK,846,836,10
2010,4,OR,1275,1252,23
2010,4,PA,3766,3660,106
2010,4,PR,1491,2094,-603
2010,4,RI,882,857,25
2010,4,SC,12328,12593,-265
2010,4,SD,719,311,408
2010,4,TN,1451,1436,15
2010,4,TX,39418,40703,-1285
2010,4,UN,1,1,0
2010,4,UT,338,374,-36
2010,4,VA,5487,5478,9
2010,4,VI,105,107,-2
2010,4,VT,172,158,14
2010,4,WA,2116,2082,34
2010,4,WI,1060,1080,-20
2010,4,WV,1050,1029,21
2010,4,WY,230,231,-1
2010,5,AK,130,137,-7
2010,5,AL,3892,3828,64
2010,5,AR,826,785,41
2010,5,AZ,1118,1145,-27
2010,5,CA,10311,10292,19
2010,5,CO,1300,1317,-17
2010,5,CT,1921,1889,32
2010,5,DC,70,72,-2
2010,5,DE,1364,1351,13
2010,5,FL,164901,165135,-234
2010,5,GA,6095,5959,136
2010,5,GU,6,6,0
2010,5,HI,3610,3595,15
2010,5,IA,715,709,6
2010,5,ID,464,520,-56
2010,5,IL,2202,2219,-17
2010,5,IN,1079,1102,-23
2010,5,KS,690,708,-18
2010,5,KY,1034,1041,-7
2010,5,LA,42253,42738,-485
2010,5,MA,2221,2026,195
2010,5,MD,2970,2910,60
2010,5,ME,449,449,0
2010,5,MI,716,759,-43
2010,5,MN,464,508,-44
2010,5,MO,1212,1220,-8
2010,5,MS,7152,7405,-253
2010,5,MT,355,313,42
2010,5,NC,9679,9700,-21
2010,5,ND,293,320,-27
2010,5,NE,433,355,78
2010,5,NH,393,377,16
2010,5,NJ,11578,11549,29
2010,5,NM,487,497,-10
2010,5,NV,562,598,-36
2010,5,NY,8640,8384,256
2010,5,OH,1537,1519,18
2010,5,OK,843,853,-10
2010,5,OR,1256,1250,6
2010,5,PA,3498,3495,3
2010,5,PR,1124,1303,-179
2010,5,RI,768,645,123
